s	sd	sd/s	U	min_Kolmogorov	RMSE
0.000245	0.00106	1.0599999999999998	0.006	0.0033956990342989	0.0010427030867699
0.000755	0.00053	0.5299999999999999	0.006	0.001725845184989	0.0005256457250214
0.000125	0.00129	1.2899999999999998	0.006	0.0090493031690007	0.0033935972707456
5.5e-05	0.00157	1.57	0.006	0.0116241202397935	0.0045424179258199
0.000225	0.00108	1.08	0.006	0.0046196437926135	0.0017630329105411
0.00093	0.00027	0.27	0.006	0.0003347565765791	0.0001107406241825
7e-05	0.00146	1.46	0.006	0.010061866716547	0.0039987664778322
0.00025	0.00102	1.02	0.006	0.0052444860854447	0.0019558647139388
0.00091	0.0003	0.3	0.006	0.0011386985083103	0.0003577791002413
0.000735	0.00054	0.54	0.006	0.0007424435149925	0.0002370160026322
3e-05	0.00187	1.8699999999999999	0.006	0.0129997218643722	0.0051194146718884
3e-05	0.00195	1.95	0.006	0.0124467420683547	0.0050867813514873
0.00087	0.0004	0.4	0.006	0.0014207774829576	0.0005231110527241
0.00032	0.00095	0.95	0.006	0.0015844798971596	0.0005834919169659
0.00093	0.00028	0.27999999999999997	0.006	0.0009607319228317	0.0002979002003507
0.000685	0.00062	0.62	0.006	0.0044327395470575	0.0016276840336843
6e-05	0.00149	1.49	0.006	0.0133434667153783	0.0048876478069247
0.00098	8e-05	0.08	0.006	0.0014382704021247	0.00056571344911
0.000195	0.00113	1.13	0.006	0.0054913216418035	0.00217547222564
3e-05	0.00183	1.83	0.006	0.0127399542290105	0.0050844303105138
4.5e-05	0.00156	1.5599999999999998	0.006	0.0127065017820338	0.0051065688605592
0.000765	0.0005	0.5	0.006	0.0004743093824111	0.0001865868373963
7e-05	0.00144	1.4400000000000002	0.006	0.0105281122956601	0.0041503613030669
0.000135	0.00121	1.21	0.006	0.0086930955995647	0.0032583394349366
3e-05	0.00191	1.91	0.006	0.0124611079520632	0.0050361029149388
0.00054	0.00077	0.7699999999999999	0.006	0.005850545385661	0.0018860804337959
0.000245	0.00104	1.0399999999999998	0.006	0.0051516721926713	0.0017067942581008
5.5e-05	0.0016	1.6	0.006	0.0120479377674145	0.0045663801245717
0.00082	0.00045	0.44999999999999996	0.006	0.0006514670565344	0.0002249704181273
0.000715	0.00056	0.5599999999999999	0.006	0.002575610073867	0.0007805561054552
3.5e-05	0.00189	1.89	0.006	0.0127843788887767	0.0050101006010104
0.000165	0.00117	1.17	0.006	0.0090239681397727	0.0030724236176016
5.5e-05	0.00152	1.52	0.006	0.0117102591262006	0.0043390083320292
0.00052	0.0008	0.8	0.006	0.004866358834094	0.0019388870177608
7e-05	0.00141	1.41	0.006	0.011654258366543	0.0042090699015764
0.00013	0.00123	1.23	0.006	0.0089369422915075	0.0033480965366779
0.000985	1e-05	0.01	0.006	0.0021306079364908	0.0007220984586608
0.000945	0.00034	0.34	0.006	0.0023583595256599	0.0007588813143761
0.000225	0.00111	1.11	0.006	0.0060651493821431	0.0019656595416822
4e-05	0.00165	1.65	0.006	0.0125567149074613	0.0049691222658388
0.000115	0.00125	1.25	0.006	0.0113022597582438	0.0037833032785682
3.5e-05	0.00192	1.92	0.006	0.0127512185678605	0.0051487343724626
0.000205	0.0011	1.1	0.006	0.0065057042377434	0.0025772897807762
0.001005	0.0001	0.1	0.006	0.0011572730132508	0.0004381844440968
0.00046	0.00084	0.84	0.006	0.0033904720782473	0.0011121722970499
0.00017	0.00116	1.16	0.006	0.0099916365798916	0.0036368054005429
0.00013	0.00126	1.26	0.006	0.0104353143023374	0.0037269167232056
0.000365	0.00093	0.93	0.006	0.0010511512751413	0.000327843943256
0.000275	0.001	1.0	0.006	0.0060738144358163	0.0018216551018508
3e-05	0.00179	1.7899999999999998	0.006	0.0124895690899369	0.0049640583759934
3.5e-05	0.002	2.0	0.006	0.0135165617399508	0.0054115295735734
5.5e-05	0.00159	1.59	0.006	0.0114866751181242	0.004594183198318
0.000105	0.00134	1.34	0.006	0.0117223603527624	0.0043672622895795
3e-05	0.00193	1.93	0.006	0.0124408929983225	0.0050679108417027
0.00061	0.00067	0.67	0.006	0.0042873502950632	0.0012839505960762
9.5e-05	0.0013	1.2999999999999998	0.006	0.0131712171278922	0.0045257308271666
0.000165	0.00118	1.18	0.006	0.0077601410909218	0.0026722034804789
5.5e-05	0.00153	1.5299999999999998	0.006	0.0124574669921427	0.0047040382270282
0.000225	0.00107	1.07	0.006	0.0058825238546107	0.0019763577480689
3.5e-05	0.00199	1.99	0.006	0.0128396516821158	0.0051415942588859
0.000985	3e-05	0.03	0.006	0.0010471664631806	0.0003453495013306
6e-05	0.00151	1.51	0.006	0.0118044318548128	0.0046256145746051
0.000185	0.00114	1.14	0.006	0.0069282386125074	0.0026415922267835
0.000985	6e-05	0.06	0.006	0.000963161690615	0.0002876802403996
3e-05	0.00188	1.88	0.006	0.0127148268152353	0.005170116524059
0.000975	0.00013	0.12999999999999998	0.006	0.0011025798849397	0.0003551917116539
3.5e-05	0.00194	1.9400000000000002	0.006	0.0128448669033061	0.0050803043157049
0.000135	0.00122	1.22	0.006	0.010546769772225	0.0039591900635635
5.5e-05	0.00154	1.5399999999999998	0.006	0.011691058752456	0.0046412965204006
0.00096	0.00018	0.18000000000000002	0.006	0.0005801867657307	0.0002154638648501
0.000455	0.00083	0.83	0.006	0.0023527129524477	0.0008679957024848
0.000475	0.00079	0.79	0.006	0.0010092046191613	0.0003111627629521
0.00024	0.00105	1.0499999999999998	0.006	0.0044999647956378	0.0016112312752944
0.00098	0.00022	0.22	0.006	0.0003557300733559	0.0001203322804772
0.000285	0.00099	0.99	0.006	0.0030187621919098	0.0009403791084281
0.00093	0.00033	0.33	0.006	0.0011978344045677	0.0004030983195312
0.0009	0.00041	0.41	0.006	0.0037713125269477	0.0011710189146682
8e-05	0.00137	1.3699999999999999	0.006	0.0106787443608779	0.004157900009227
5e-05	0.00158	1.58	0.006	0.0124953142664071	0.0048434504659777
0.000325	0.00096	0.96	0.006	0.0004182701081583	0.0001233719950669
3.5e-05	0.00171	1.71	0.006	0.0129873641405003	0.0049470761744412
0.00088	0.00042	0.42	0.006	0.0011390075363216	0.0003750207403158
0.00063	0.0006	0.6	0.006	0.0019483005605096	0.0006814538130945
0.00077	0.00051	0.51	0.006	0.000510610114682	0.000169373518914
0.000955	0.00023	0.23	0.006	0.0007903321388452	0.0002558722434675
0.000655	0.00065	0.6499999999999999	0.006	0.0029964407376855	0.0011007239417798
0.000415	0.00086	0.86	0.006	0.0031107030449748	0.0009975729029557
0.000105	0.00131	1.3099999999999998	0.006	0.0116911952853084	0.0042541166408517
0.000935	0.00026	0.25999999999999995	0.006	0.0012210170542561	0.0003623957849128
0.00063	0.00064	0.64	0.006	0.0027610108796094	0.0008388208357321
5e-05	0.00164	1.64	0.006	0.012649433269656	0.0049825657116911
0.0003	0.00094	0.94	0.006	0.0034481445739009	0.0011726899052966
0.00013	0.00124	1.24	0.006	0.0119711722646361	0.0039885721902636
0.00098	0.00012	0.12	0.006	0.0012371471041374	0.0004336608584356
0.000715	0.00057	0.57	0.006	0.0011647093962233	0.0003920922558562
0.000575	0.00072	0.7200000000000001	0.006	0.0024369521012443	0.0008467496045965
3.5e-05	0.00182	1.82	0.006	0.0120571335463185	0.0049520660708315
0.00093	0.00029	0.29	0.006	0.0009249615386273	0.0003538243807114
0.00084	0.00037	0.37	0.006	0.0007306933304588	0.000244395100649
0.00087	0.00035	0.35	0.006	0.0009275894194243	0.0003015959442927
0.00101	9e-05	0.09000000000000001	0.006	0.0005626465596549	0.0001815120547361
0.00099	0.0	0.0	0.006	0.0009111611480801	0.0002782039906869
3.5e-05	0.00172	1.72	0.006	0.0133591950749696	0.0049649879669468
7e-05	0.00142	1.42	0.006	0.0116822479603715	0.0042268587752666
0.00075	0.00055	0.55	0.006	0.0023503700668366	0.0008189056607044
6e-05	0.0015	1.5	0.006	0.010724302945253	0.00422493242287
0.00054	0.00075	0.75	0.006	0.0019654596757924	0.000726452336652
0.000985	0.00019	0.19	0.006	0.0005774352386603	0.0001861297564262
3.5e-05	0.00184	1.84	0.006	0.0126014523490765	0.0051344195102846
0.000985	0.00016	0.16	0.006	0.0007838425835553	0.0002699849429977
9.5e-05	0.00135	1.35	0.006	0.0106035895284353	0.0036232862205311
3.5e-05	0.00178	1.7799999999999998	0.006	0.012014365375673	0.0049483190860933
0.000585	0.0007	0.7	0.006	0.0006102365415205	0.0001960892989644
3e-05	0.00185	1.85	0.006	0.0119746535621014	0.0048930262032251
0.000215	0.00112	1.1199999999999999	0.006	0.0074641801337752	0.0022748301924606
3.5e-05	0.00177	1.77	0.006	0.0120793907084654	0.0048642787805427
0.00096	0.00025	0.25	0.006	0.0001779866400355	5.260354702596806e-05
3.5e-05	0.00169	1.6900000000000002	0.006	0.0142176149168266	0.0051143884568082
