s	sd	sd/s	U	min_Kolmogorov	RMSE
4e-05	0.00572	1.43	0.006	0.0174584486632954	0.0075054008978515
4e-05	0.00476	1.1900000000000002	0.006	0.0179730052489165	0.0075069874010682
0.004	0.0	0.0	0.006	0.0011731237702299	0.0004102698367934
0.004	0.00016	0.04	0.006	0.000192446665621	7.036146188198626e-05
4e-05	0.00668	1.67	0.006	0.0185247249086943	0.0076271560000173
6e-05	0.00436	1.09	0.006	0.0188188167486367	0.0077054735096419
4e-05	0.00536	1.34	0.006	0.0181944319057708	0.0074549655713476
4e-05	0.00532	1.33	0.006	0.018748926132409	0.0076331604921703
6e-05	0.00428	1.07	0.006	0.0205604084535936	0.0079446819496176
0.00052	0.003	0.75	0.006	0.0145851079569765	0.0051086117161831
6e-05	0.00416	1.0399999999999998	0.006	0.0240414894770341	0.0085877839248643
4e-05	0.00544	1.36	0.006	0.0180433604588097	0.0075037699505533
4e-05	0.0076	1.9	0.006	0.0176478215021235	0.00757876524695
0.004	0.00036	0.09000000000000001	0.006	0.0019327325404691	0.0006472631485549
4e-05	0.00464	1.16	0.006	0.0181792825834817	0.0074052025207966
4e-05	0.00752	1.88	0.006	0.0180705539356558	0.0076102068014149
4e-05	0.00568	1.42	0.006	0.0174977056127713	0.0075009874798619
0.00154	0.00236	0.59	0.006	0.0051053829162625	0.0015499119214185
4e-05	0.00516	1.2899999999999998	0.006	0.0177108531793762	0.0075341747592499
4e-05	0.00788	1.97	0.006	0.0178866019388882	0.0077201978061663
4e-05	0.00748	1.8699999999999999	0.006	0.018785569688987	0.0075759704008213
0.00378	0.00092	0.23	0.006	0.0011106934460315	0.0004232586837029
4e-05	0.0056	1.4	0.006	0.0185589016297306	0.0076646534121556
0.0004	0.00312	0.7799999999999999	0.006	0.0187842646136715	0.0073478011370944
0.00362	0.00096	0.24	0.006	0.0018470111195765	0.0006437911971533
0.001	0.00264	0.66	0.006	0.003974322557004	0.0012147363363815
0.00014	0.00368	0.92	0.006	0.0234243690837452	0.0097192991321312
4e-05	0.00472	1.18	0.006	0.0182395103632305	0.0076022310210744
0.00138	0.0024	0.6	0.006	0.0006889705125127	0.0002186006732233
0.00398	0.0004	0.1	0.006	0.0009918522956079	0.000350105539974
0.0001	0.00384	0.96	0.006	0.0269900137495441	0.0097465774419047
0.00228	0.00196	0.49	0.006	0.0022116809425348	0.0008264876944269
0.00104	0.0026	0.6499999999999999	0.006	0.0023700794855561	0.0007621179475117
4e-05	0.00604	1.51	0.006	0.0179287066834673	0.0075823501553083
0.00182	0.00216	0.54	0.006	0.0020776319448242	0.0007387105974379
6e-05	0.0042	1.0499999999999998	0.006	0.0241298443450692	0.0086081054685171
0.00168	0.00224	0.5599999999999999	0.006	0.0019511644262422	0.000620657437015
0.00022	0.00348	0.87	0.006	0.0222632442899456	0.0090609141372803
4e-05	0.00652	1.63	0.006	0.0187858990739179	0.0077410044063616
0.00404	0.00044	0.11	0.006	0.0003053033468984	0.000115687632276
0.00322	0.00144	0.36000000000000004	0.006	0.0021501400193489	0.0006681149194232
4e-05	0.00772	1.93	0.006	0.0176250933718676	0.0075031877747785
4e-05	0.00492	1.23	0.006	0.0179223761759623	0.0076580888136375
4e-05	0.00712	1.7799999999999998	0.006	0.0184555232229914	0.0075150900664584
0.0024	0.00188	0.47	0.006	0.0015504252619019	0.0004401650191483
4e-05	0.00576	1.4400000000000002	0.006	0.0178572698756016	0.0074470624655526
4e-05	0.00716	1.7899999999999998	0.006	0.0179065296261903	0.0075830949918853
4e-05	0.0078	1.95	0.006	0.0183657404460005	0.0076541238199764
0.00382	0.00068	0.17	0.006	0.0008695870266119	0.0003067426749893
6e-05	0.0044	1.1	0.006	0.0204846836194823	0.0078583539783574
0.00352	0.00124	0.31	0.006	0.0014265566743443	0.000448580317556
0.00396	4e-05	0.01	0.006	0.0005137432000634	0.0001448607420584
0.00256	0.0018	0.44999999999999996	0.006	0.0040424805915446	0.0012032796685014
0.00352	0.00132	0.33	0.006	0.0032429710814148	0.0011083207903174
0.00276	0.00176	0.44	0.006	0.002459372225212	0.0007781951904788
4e-05	0.00508	1.27	0.006	0.0182700005873817	0.0073759931929511
4e-05	0.00688	1.72	0.006	0.0173532841998272	0.0073342511785017
8e-05	0.00412	1.03	0.006	0.021774607692259	0.0085328044482908
4e-05	0.0072	1.7999999999999998	0.006	0.0189033251176137	0.0076060558647707
4e-05	0.00636	1.59	0.006	0.0183435855718516	0.007639754521322
4e-05	0.0062	1.5499999999999998	0.006	0.0177431475712238	0.0076042126856665
4e-05	0.00672	1.68	0.006	0.0179328573582884	0.0076283185574509
4e-05	0.00736	1.84	0.006	0.0184357069301196	0.007741735939927
4e-05	0.0068	1.7	0.006	0.0178969296012423	0.0076762452038177
4e-05	0.0064	1.6	0.006	0.0183306962688496	0.0076925109001002
4e-05	0.00676	1.6900000000000002	0.006	0.0185188343461466	0.0076060049011519
6e-05	0.00432	1.08	0.006	0.019053565190829	0.0076409450903823
0.00322	0.0014	0.35	0.006	0.0021528708714222	0.0006569982472097
0.00398	0.00056	0.13999999999999999	0.006	0.0007525529821008	0.0002486946824069
0.00066	0.00284	0.71	0.006	0.0109691724769185	0.0043079569427589
0.00034	0.00324	0.8099999999999999	0.006	0.0197306221800291	0.0077686369561082
6e-05	0.00452	1.13	0.006	0.0209686896887876	0.0079089028876189
4e-05	0.00488	1.22	0.006	0.0178469387287242	0.0075816693134075
0.00208	0.00208	0.5199999999999999	0.006	0.0037653822920869	0.0012209037877369
0.00018	0.00356	0.8899999999999999	0.006	0.0261563587998192	0.0101662149583119
0.00198	0.00212	0.5299999999999999	0.006	0.0007452835091643	0.0002518822863594
4e-05	0.00584	1.46	0.006	0.0183652366830439	0.0076863995024123
4e-05	0.0054	1.35	0.006	0.0183551445515859	0.0075633134010641
8e-05	0.004	1.0	0.006	0.0228716325490769	0.0086759971045561
0.00328	0.00136	0.34	0.006	0.0018475707949799	0.0006249727290363
6e-05	0.00444	1.11	0.006	0.019926354201483	0.0078162466560374
4e-05	0.0058	1.45	0.006	0.0183838691198228	0.007592882782758
0.00328	0.00128	0.32	0.006	0.002458184807995	0.0009022817237952
0.00382	0.00048	0.12	0.006	0.001837948581718	0.0005706409543237
0.00386	0.00072	0.18000000000000002	0.006	0.0002804146798747	0.0001057267857221
0.00222	0.002	0.5	0.006	0.0021879528286525	0.0008282615469614
0.00016	0.00364	0.91	0.006	0.0258172028343716	0.0097138079648333
0.004	0.00012	0.03	0.006	0.00182397753665	0.0005971620944908
8e-05	0.00408	1.02	0.006	0.0232250834371906	0.0088704974838645
0.00298	0.0016	0.4	0.006	0.00113852071203	0.0003556036727456
4e-05	0.00468	1.17	0.006	0.0179993708940586	0.0074750155899416
0.00148	0.00232	0.58	0.006	0.0017753850315337	0.0006092661015775
0.00038	0.00316	0.79	0.006	0.018758386259688	0.0074814148756913
4e-05	0.008	2.0	0.006	0.0187044123242684	0.0075977986630613
0.00246	0.00192	0.48	0.006	0.0048148770670506	0.0015847894273261
4e-05	0.00524	1.3099999999999998	0.006	0.0180916379445931	0.007617570717012
4e-05	0.00564	1.41	0.006	0.0187100357388764	0.0076651895020853
0.00404	0.00052	0.12999999999999998	0.006	0.0009033454331589	0.0003094653886083
0.00118	0.00248	0.62	0.006	0.0045580991700188	0.00169769483323
4e-05	0.00456	1.14	0.006	0.0190648831902656	0.0074513318515128
0.00218	0.00204	0.51	0.006	0.0054374796007776	0.0016666875327318
4e-05	0.00732	1.83	0.006	0.0181062097523003	0.0077463286592355
4e-05	0.00692	1.73	0.006	0.0185203076189129	0.0076989789525272
4e-05	0.0052	1.2999999999999998	0.006	0.0173071511119135	0.0073612522088481
4e-05	0.00768	1.92	0.006	0.0178190051756735	0.0075374223777032
0.00312	0.00152	0.38	0.006	0.0024302512226904	0.000735211823493
0.00134	0.00244	0.61	0.006	0.00397810867754	0.0012917174642177
4e-05	0.00796	1.99	0.006	0.0183139210966852	0.0076799869112247
0.00028	0.00328	0.82	0.006	0.0208256629742386	0.008538077372253
0.00366	0.00108	0.27	0.006	0.0007839959402731	0.0002625181185676
4e-05	0.00624	1.5599999999999998	0.006	0.0176204969611103	0.0075957768008919
4e-05	0.00744	1.86	0.006	0.0178866484311432	0.0077307839681556
4e-05	0.00612	1.5299999999999998	0.006	0.0186765112978889	0.0076073233832304
0.00264	0.00184	0.46	0.006	0.0039490606917611	0.0012751697305436
4e-05	0.00728	1.82	0.006	0.0179838703177482	0.0073791234511137
0.0039	0.00064	0.16	0.006	0.001151156422771	0.0004441551011961
0.0018	0.0022	0.55	0.006	0.0022488191273098	0.0007674796843453
4e-05	0.00784	1.96	0.006	0.0183354726026049	0.007664706841297
0.00392	0.0002	0.05	0.006	0.0003763116679026	0.0001156346615552
0.00028	0.00332	0.83	0.006	0.0231852808090834	0.0089684285214476
4e-05	0.00664	1.66	0.006	0.0180136716643212	0.0076845349376597
4e-05	0.006	1.5	0.006	0.0182284723552288	0.0077433837383661
0.00048	0.00304	0.76	0.006	0.0152143529794088	0.0061968150215815
0.00068	0.00288	0.7200000000000001	0.006	0.0122987498829153	0.0039521349161345
4e-05	0.00792	1.98	0.006	0.0186031805732845	0.0076128276136168
0.0039	0.00028	0.06999999999999999	0.006	0.000843114987064	0.0002755617295637
0.00164	0.00228	0.57	0.006	0.0021897383369849	0.0007383687046577
4e-05	0.00704	1.76	0.006	0.0183731623131143	0.0076335156248422
4e-05	0.00776	1.9400000000000002	0.006	0.0179775931623031	0.0076327596482164
0.00388	0.0008	0.2	0.006	0.001816039017144	0.0006006177709877
4e-05	0.00708	1.77	0.006	0.0182597207145747	0.0076021355947924
0.0029	0.00168	0.42	0.006	0.0012486888172282	0.0004168607690493
0.00024	0.00336	0.84	0.006	0.0261594403273784	0.0097270891263917
6e-05	0.00424	1.0599999999999998	0.006	0.0219922911816605	0.0080932714784809
4e-05	0.0046	1.15	0.006	0.0195279451691317	0.0076372876544506
0.00378	0.00088	0.22	0.006	0.0026650141344073	0.0008782139488808
4e-05	0.00656	1.64	0.006	0.0183049019498275	0.0076055598534562
0.00392	0.0006	0.15	0.006	0.0007355491982341	0.0002200378065232
0.00312	0.00156	0.38999999999999996	0.006	0.0015139654956216	0.0004406248133852
0.00358	0.00112	0.27999999999999997	0.006	0.0015986359715791	0.0004941304961677
4e-05	0.00504	1.26	0.006	0.0183498652895516	0.0074655004959119
0.00368	0.001	0.25	0.006	0.001209358390044	0.0004537463928431
