s	sd	sd/s	U	min_Kolmogorov	RMSE
0.001	0.00107	1.07	0.0024	0.0149791140976781	0.0052189939166709
0.001	0.00112	1.1199999999999999	0.0015	0.0246534569721724	0.0094961312063045
0.001	0.001	1.0	0.0028	0.0147394774368773	0.0053450467151372
0.001	0.00057	0.57	0.0116	0.0007347104968087	0.0002375516191691
0.001	0.00189	1.89	0.0003	0.017424112389715	0.0059767172236744
0.001	0.00102	1.02	0.0028	0.0155469575326526	0.0054153149091907
0.001	0.00044	0.44	0.0142	0.0014683723603747	0.0005414468379289
0.001	0.00042	0.42	0.0148	0.0007009565320675	0.000246888906859
0.001	0.00087	0.87	0.0049	0.0033671376679129	0.0011944851294636
0.001	0.00041	0.41	0.0158	0.001059688357578	0.0003402421131087
0.001	0.00085	0.85	0.0051	0.0031532285554076	0.0010003562247286
0.001	0.00157	1.57	0.0005	0.0222393776174207	0.0076985687140275
0.001	0.00019	0.19	0.018	0.0018392194027705	0.0007098370908979
0.001	0.00077	0.7699999999999999	0.0076	0.0018440701652585	0.0005885904779578
0.001	0.00125	1.25	0.0009	0.0274029398230102	0.0094304333576363
0.001	0.00035	0.35	0.0168	0.0002707860825049	8.677648917891604e-05
0.001	0.0004	0.4	0.0158	0.0004063943575831	0.000153405068172
0.001	0.00113	1.13	0.0014	0.0238848158932113	0.0091410574100747
0.001	0.00154	1.5399999999999998	0.0005	0.0166080871299368	0.006657218460504
0.001	0.00117	1.17	0.0012	0.0239843609439546	0.0093600596585852
0.001	0.00068	0.68	0.0091	0.0008076410441895	0.0002856885749028
0.001	0.0012	1.2	0.0011	0.0241139222705051	0.0091350204909868
0.001	0.00114	1.14	0.0012	0.0316546331977327	0.0108258671320812
0.001	0.00158	1.58	0.0005	0.0244590238517602	0.0082075782921977
0.001	0.00103	1.03	0.002	0.0235108647924739	0.0091576066916349
0.001	0.00027	0.27	0.0184	0.001189943760966	0.0003863603587104
0.001	0.0013	1.2999999999999998	0.0009	0.0228625303134848	0.0090884351784653
0.001	0.00026	0.25999999999999995	0.0185	0.0009968019569651	0.0003599244575508
0.001	0.00051	0.51	0.0126	0.0012113786714559	0.0004567318551864
0.001	0.00049	0.49	0.0135	0.0006061066356141	0.0001905827050897
0.001	0.00052	0.5199999999999999	0.0135	0.0018643831924132	0.0005950487895625
0.001	0.00061	0.61	0.0105	0.001631667761347	0.0005125778176702
0.001	0.00167	1.67	0.0004	0.01568319848864	0.0059451382685424
0.001	0.00192	1.92	0.0003	0.0159431525740838	0.0054491845775335
0.001	0.00079	0.79	0.0063	0.0019020197214694	0.0006129149382951
0.001	0.00098	0.98	0.0033	0.012935924740945	0.0043705250271833
0.001	0.00011	0.11	0.0193	0.0004998338310928	0.0001638567292548
0.001	0.0014	1.4	0.0007	0.0246874238402508	0.0090513133613216
0.001	0.00018	0.18000000000000002	0.0186	0.0008600937182528	0.0002682832550298
0.001	0.00145	1.45	0.0006	0.0207238579961545	0.0078937011186597
0.001	0.00116	1.16	0.0012	0.0258016593114283	0.0098165278678063
