s	sd	sd/s	U	min_Kolmogorov	RMSE
0.001	0.00047	0.47	0.0131	0.0012404006370167	0.0004129069104676
0.001	0.00176	1.76	0.0003	0.0180779298499987	0.0062332575769045
0.001	2e-05	0.02	0.0209	0.0013383308270425	0.0004676558227914
0.001	0.00016	0.16	0.0208	0.0022110540013189	0.0008175028005532
0.001	0.00021	0.21	0.0197	0.0006503492417177	0.0002067331922109
0.001	0.00171	1.71	0.0003	0.0195602192387353	0.0067766526225797
0.001	0.00075	0.75	0.0082	0.002857098928068	0.0009281837764068
0.001	0.00074	0.74	0.0083	0.0029729706159025	0.0011595196808321
0.001	0.00197	1.97	0.0002	0.0150350159269154	0.0054622089684505
0.001	0.00138	1.38	0.0007	0.0223037357234582	0.0089876451109636
0.001	0.00194	1.9400000000000002	0.0002	0.0164427831174305	0.0060683243132341
0.001	0.0009	0.8999999999999999	0.0051	0.0015519149403036	0.0004431436823938
0.001	0.00132	1.32	0.0009	0.0229002432352412	0.0084816151427209
0.001	0.00172	1.72	0.0003	0.0202505443408646	0.0070537457268343
0.001	0.00182	1.82	0.0003	0.0142503178862817	0.0052980202410649
0.001	0.00097	0.9700000000000001	0.0035	0.0089707908743068	0.0032582025414685
0.001	0.00128	1.28	0.0009	0.0272099180758212	0.0094675345367419
0.001	0.00173	1.73	0.0004	0.0197681801154168	0.0066663114094497
0.001	0.00086	0.86	0.0051	0.0042009260572672	0.0013562546043774
0.001	0.00045	0.44999999999999996	0.0141	0.0001920137881598	6.264054042184888e-05
0.001	0.0011	1.1	0.0019	0.028595453672588	0.0092468824151839
0.001	0.00146	1.46	0.0006	0.0210603823967443	0.0081627443011929
0.001	0.00151	1.51	0.0005	0.0194041392666486	0.0067374236700458
0.001	0.00136	1.36	0.0007	0.0223114518007099	0.0090158471111649
0.001	0.00139	1.39	0.0007	0.0238190042733327	0.0087808981856757
0.001	0.00115	1.15	0.0014	0.0227026913916554	0.0088102829140716
0.001	7e-05	0.06999999999999999	0.0196	0.0015227929343968	0.0005314340441038
0.001	0.00063	0.63	0.0104	0.000873170997809	0.0003417680046497
0.001	0.00185	1.85	0.0003	0.015072764998487	0.0051749147840075
0.001	0.00135	1.35	0.0007	0.0200770981543934	0.0079093447785522
0.001	0.0003	0.3	0.0175	0.0006653696846268	0.0002124953272156
0.001	0.00108	1.08	0.0019	0.0225596070177564	0.0082421057350706
0.001	0.00142	1.42	0.0006	0.0272431339890088	0.0090803771008241
0.001	0.00066	0.66	0.0095	0.0010680696756224	0.0003981963692276
0.001	0.00037	0.37	0.016	0.0004864335997736	0.0001833908245961
0.001	0.00054	0.54	0.0128	0.0018762363962542	0.0005950191287404
0.001	0.00193	1.93	0.0002	0.0176108833399755	0.006515011792756
0.001	0.00164	1.64	0.0004	0.0174919556935301	0.0061491911831414
0.001	0.00188	1.88	0.0003	0.0146773491031951	0.0052831380203043
0.001	0.00039	0.38999999999999996	0.0158	0.0006534497074213	0.0002048396781724
0.001	0.0006	0.6	0.0105	0.0017513423258432	0.0005263534668548
0.001	0.00119	1.1900000000000002	0.0012	0.0291307153728233	0.0100978289437862
0.001	0.00152	1.52	0.0005	0.0187816312923173	0.0071825201064206
0.001	0.00096	0.96	0.0035	0.0097347740875149	0.0037395417764158
0.001	0.00073	0.73	0.0077	0.0013427795753621	0.0004653215654653
0.001	0.00105	1.0499999999999998	0.0024	0.0211680063648325	0.0068791103687482
0.001	0.00159	1.59	0.0005	0.0183638544857814	0.0068899507878935
0.001	0.00048	0.48	0.0142	0.0016922056211911	0.0006064480970648
0.001	0.00062	0.62	0.0104	0.0008572685226703	0.0003195357539596
0.001	0.00144	1.4400000000000002	0.0006	0.0200333791789517	0.008152207767196
0.001	0.00067	0.67	0.0095	0.001075826291247	0.0004270768759758
0.001	9e-05	0.09000000000000001	0.0205	0.0012952105181769	0.000488344652639
0.001	0.00106	1.0599999999999998	0.002	0.0204567789712293	0.0078992374446017
0.001	0.0018	1.7999999999999998	0.0003	0.0141454814909544	0.0050399546491155
0.001	0.00166	1.66	0.0004	0.0138010507760868	0.0052329361942597
0.001	0.00038	0.38	0.0159	0.0008060886178496	0.0002667328992643
0.001	0.00043	0.43	0.0152	0.001395482641325	0.0004518222684259
0.001	0.00083	0.83	0.0059	0.0026440582464057	0.0008812063703821
0.001	0.00072	0.7200000000000001	0.0083	0.0007352758050062	0.0002299923059708
0.001	0.00155	1.5499999999999998	0.0005	0.0223240977585682	0.0078122002676644
0.001	0.00124	1.24	0.001	0.0258260209212429	0.0099245952856869
0.001	0.00162	1.6199999999999999	0.0004	0.0154161189176437	0.0053985372670139
0.001	6e-05	0.06	0.0191	0.0013415439948761	0.000421687330274
0.001	0.00029	0.29	0.0173	0.0008070878111389	0.0002501695503217
0.001	0.00118	1.18	0.0012	0.0276828344652502	0.0099791769898433
0.001	1e-05	0.01	0.0196	0.0003854865453837	0.000135489780364
0.001	0.0005	0.5	0.013	0.0012168995633062	0.0003884672942716
0.001	0.00024	0.24	0.0179	0.0004371795523068	0.0001739337752655
0.001	0.00169	1.6900000000000002	0.0004	0.0128195881058685	0.0051428190296121
0.001	0.00174	1.74	0.0003	0.0177598205714005	0.0061209719815686
0.001	0.00133	1.33	0.0008	0.0228054103389433	0.0087766713521524
0.001	0.00126	1.26	0.0009	0.0282902654850031	0.0096257369127095
0.001	0.00143	1.43	0.0006	0.024808899597595	0.0087977619206608
0.001	0.00081	0.8099999999999999	0.0063	0.0009235345580602	0.0003181231963507
0.001	0.0017	1.7	0.0004	0.0171963073603383	0.0060978691277257
0.001	0.00023	0.23	0.0187	0.0002307563343819	7.820075890758824e-05
0.001	0.00184	1.84	0.0003	0.0123555171557574	0.0050413787612036
0.001	0.00017	0.17	0.0191	0.0003701726966784	0.0001092091423969
0.001	0.00137	1.3699999999999999	0.0007	0.024053348507293	0.0089303525012697
0.001	0.00028	0.27999999999999997	0.0172	0.000970178081232	0.0002996779889805
0.001	0.00084	0.84	0.0054	0.0050047034977058	0.0018816320692016
0.001	0.00177	1.77	0.0003	0.0154259235514079	0.0054542353534658
0.001	0.00033	0.33	0.018	0.0012243121024676	0.0004636749560962
0.001	0.00092	0.92	0.0043	0.0066309441078978	0.0024761073704859
0.001	0.00091	0.91	0.0043	0.0089372297313115	0.0030637338355903
0.001	0.00148	1.48	0.0005	0.0234205228452903	0.0077472276156755
0.001	0.00036	0.36000000000000004	0.0157	0.0011314965099595	0.0004185630524064
0.001	0.00064	0.64	0.0096	0.001196607199299	0.0004096571762833
0.001	5e-05	0.05	0.0208	0.0011339437489346	0.0003547895130536
0.001	0.00195	1.95	0.0002	0.018387689172572	0.0068713443623843
0.001	0.00082	0.82	0.0063	0.0022011057775613	0.0008308408010876
0.001	0.00089	0.8899999999999999	0.0047	0.0043843501507384	0.0017163094847755
0.001	0.00071	0.71	0.0085	0.0014792439676288	0.0004643839000819
0.001	0.00022	0.22	0.0192	0.0011335085054889	0.0003522898868582
0.001	0.00165	1.65	0.0004	0.0157203423535876	0.0055958540488359
0.001	0.00056	0.5599999999999999	0.0118	0.0003197288317546	0.0001174379304914
0.001	0.00134	1.34	0.0008	0.0272240627464488	0.0093803747153684
0.001	3e-05	0.03	0.0203	0.0008930733307241	0.0002902714498629
0.001	0.00088	0.88	0.0051	0.0034566126336956	0.0012559068853996
0.001	0.00156	1.5599999999999998	0.0004	0.0217770216094641	0.0073754097380158
0.001	0.00031	0.31	0.0176	0.0005572180496938	0.000180471260995
0.001	0.00178	1.7799999999999998	0.0003	0.0157717017607911	0.005509155907867
0.001	0.00168	1.68	0.0004	0.0124294871423834	0.0051455274735019
0.001	0.00121	1.21	0.0011	0.0275028002063953	0.0102001999043441
0.001	0.00104	1.0399999999999998	0.0024	0.0186716645417859	0.0064728863639452
0.001	0.0008	0.8	0.0065	0.001501191695713	0.0004548957227871
0.001	0.00094	0.94	0.0037	0.0103196786524168	0.003436631313522
0.001	0.00187	1.8699999999999999	0.0003	0.0174167156042295	0.0058459195768245
0.001	0.00199	1.99	0.0002	0.0161130438891575	0.0058589556098879
0.001	0.00127	1.27	0.0009	0.0255030609086905	0.0093778041262213
0.001	0.00141	1.41	0.0006	0.0254766428908985	0.0085387311606166
0.001	0.00046	0.46	0.0139	0.0004565499411388	0.0001442044873665
0.001	0.00076	0.76	0.0073	0.0014671240774499	0.0004875685677102
0.001	0.00095	0.95	0.0035	0.011326329452823	0.0042714414392572
0.001	0.00013	0.12999999999999998	0.0194	0.0003351057988377	0.0001007870824236
0.001	0.0016	1.6	0.0004	0.0212899195642477	0.0072098412648955
0.001	8e-05	0.08	0.0196	0.000532850152434	0.0001736199857133
0.001	0.0019	1.9	0.0003	0.0169129739804599	0.0057213771656523
0.001	0.00161	1.61	0.0004	0.0200761633419694	0.0067903931553529
0.001	0.00109	1.09	0.0019	0.0226802926777655	0.0080044020706381
0.001	0.00183	1.83	0.0003	0.0124305872148907	0.0049207642279886
0.001	0.00179	1.7899999999999998	0.0003	0.0142577479527979	0.0051357358032669
0.001	0.00147	1.47	0.0006	0.0237780393198534	0.0080812430879356
0.001	0.00012	0.12	0.0194	0.0012847782671602	0.000451143143937
0.001	0.002	2.0	0.0002	0.0140737212953753	0.0049873130268272
0.001	0.0001	0.1	0.0194	0.0009166739814766	0.0002922282695241
0.001	0.00153	1.5299999999999998	0.0005	0.016105613156194	0.0065989824849208
0.001	0.00055	0.55	0.0129	0.0021145897440428	0.0006990094063911
0.001	0.00059	0.59	0.011	0.0007561739865836	0.0002265431174853
0.001	4e-05	0.04	0.0196	0.0015684815010872	0.0005548013766775
0.001	0.00065	0.6499999999999999	0.0099	0.0008828486799886	0.0002811317484261
0.001	0.00099	0.99	0.0035	0.0103020111153667	0.0033705152850596
0.001	0.00191	1.91	0.0002	0.0197294489737237	0.0073891650378574
0.001	0.00196	1.96	0.0002	0.0167212530700537	0.0061535107390536
0.001	0.0007	0.7	0.0087	0.00055686231493	0.0002210476339159
0.001	0.0015	1.5	0.0005	0.0224079796779833	0.0076316351710006
0.001	0.0	0.0	0.0199	0.0002938555730983	0.0001060704618707
0.001	0.00131	1.3099999999999998	0.0008	0.023147516987704	0.0091084225061942
0.001	0.00186	1.86	0.0003	0.0121431665811936	0.0048014775715016
0.001	0.00025	0.25	0.0188	0.0003589718812337	0.0001337352378868
0.001	0.00163	1.63	0.0004	0.0177454818105027	0.0060179139996502
0.001	0.00058	0.58	0.0113	0.0015933384218148	0.0005460852577686
0.001	0.00093	0.93	0.0047	0.0029847745294073	0.0008762420625165
0.001	0.0002	0.2	0.0188	0.0011400225843052	0.0003518059860407
0.001	0.00032	0.32	0.0173	0.0011794953562225	0.0003743413635589
0.001	0.00034	0.34	0.0168	0.0006320907516579	0.0002378711082278
0.001	0.00181	1.8099999999999998	0.0003	0.0125305413307534	0.0050542765021365
0.001	0.00078	0.7799999999999999	0.0059	0.0071495254228498	0.0024396595522914
0.001	0.00101	1.01	0.0028	0.0131622605044313	0.0045060991890388
0.001	0.00069	0.69	0.009	0.0014798356142464	0.0004753947094414
0.001	0.00149	1.49	0.0005	0.0240225346278484	0.0079615355212088
0.001	0.00015	0.15	0.0196	0.0007899185351768	0.0002667295708411
0.001	0.00053	0.5299999999999999	0.0128	0.0014743559755867	0.0004706115257843
0.001	0.00175	1.75	0.0003	0.0176571948430938	0.0060847486012261
0.001	0.00014	0.13999999999999999	0.0197	0.0005592348960148	0.000201352880832
0.001	0.00123	1.23	0.0011	0.0242183400690801	0.0092867377516921
0.001	0.00198	1.98	0.0002	0.0152365609122716	0.005481727026134
0.001	0.00122	1.22	0.0011	0.0285667734099357	0.0096948050336887
0.001	0.00111	1.11	0.0019	0.0206798194898282	0.0079710705856459
0.001	0.00129	1.2899999999999998	0.0008	0.0253005377163478	0.0087846425598644
