s	sd	sd/s	U	min_Kolmogorov	RMSE
0.001	0.00063	0.63	0.00306	0.0049756171054116	0.0015199464299681
0.001	0.00148	1.48	0.00027	0.0050773704192849	0.0021106747307349
0.001	0.00056	0.5599999999999999	0.00339	0.0035293694336542	0.0013408267967189
0.001	0.00084	0.84	0.00126	0.0167909172832794	0.0056168954336066
0.001	0.00065	0.6499999999999999	0.00306	0.0046249332999768	0.0013528498255681
0.001	0.00141	1.41	0.00027	0.0077759594627634	0.0028178978700628
0.001	0.00113	1.13	0.00057	0.0087289886682685	0.0030282377441274
0.001	0.00035	0.35	0.0051	0.0018446240721541	0.0006576339552302
0.001	0.00189	1.89	0.00018	0.0083451752761347	0.0032753546194925
0.001	0.00049	0.49	0.00444	0.0010933015198598	0.0003270620944513
0.001	0.0005	0.5	0.00381	0.002611567641554	0.0009401370884678
0.001	0.0	0.0	0.00594	0.0004828635235447	0.0001580229029754
0.001	0.00074	0.74	0.00171	0.0151358478301999	0.005301758638467
0.001	0.00163	1.63	0.00021	0.007331024009924	0.0027454730891928
0.001	0.0004	0.4	0.00474	0.0017787299600398	0.000550890634491
0.001	0.00188	1.88	0.00018	0.0096008620914387	0.0035682395585037
0.001	0.00053	0.5299999999999999	0.00387	0.0025233960322619	0.0007384671064232
0.001	0.0018	1.7999999999999998	0.00018	0.0080225580499617	0.0031781150702593
0.001	0.00104	1.0399999999999998	0.00066	0.0101168947332365	0.0037437371673872
0.001	0.00051	0.51	0.00381	0.0031629469843795	0.000975427384872
0.001	0.00032	0.32	0.00507	0.0013401766627285	0.0004605639883619
0.001	0.00082	0.82	0.00126	0.0162305084364318	0.0060009586401572
0.001	0.00128	1.28	0.00036	0.0060206308021857	0.0023669636078769
0.001	0.00144	1.4400000000000002	0.00027	0.006596782374574	0.0023170342519582
0.001	0.00149	1.49	0.00024	0.0081980252092044	0.002848818359176
0.001	0.00172	1.72	0.00018	0.0079854769615158	0.0029348506419976
0.001	0.00044	0.44	0.00474	0.0004372094290277	0.0001364080603585
