s	sd	sd/s	U	min_Kolmogorov	RMSE
0.001	0.00084	0.84	0.000104	0.0080689631842381	0.0030094186806703
0.001	0.00014	0.13999999999999999	0.000103	0.0004798249678382	0.0001599544745406
0.001	0.00164	1.64	3.75e-05	0.0026419271811874	0.0008788796717223
0.001	0.0005	0.5	0.0001185	0.0039421013110772	0.0015116475281403
0.001	0.00193	1.93	4.8e-05	0.0033039540010428	0.0012206297562025
0.001	0.00187	1.8699999999999999	4.45e-05	0.0030069024770804	0.001120410695272
0.001	0.00159	1.59	3.75e-05	0.0022680195367517	0.000819751169701
0.001	0.0018	1.7999999999999998	4.25e-05	0.0029545279238689	0.0010378203007153
0.001	0.00068	0.68	0.0001155	0.0076023797302146	0.0028597907448173
0.001	0.00071	0.71	0.0001155	0.0082261959239484	0.003079090627935
0.001	0.00192	1.92	5e-05	0.0033817290974736	0.0012647267173745
0.001	0.00185	1.85	4.35e-05	0.002897611313775	0.0010566986793705
0.001	0.00018	0.18000000000000002	0.000102	0.0004148768613583	0.0001373698562022
0.001	0.00061	0.61	0.00012	0.0062349619928199	0.0023717269985805
0.001	0.0013	1.2999999999999998	3.65e-05	0.0035899138000576	0.0012158937013317
0.001	0.00092	0.92	8.3e-05	0.0072758629283817	0.0025632391849218
0.001	0.0004	0.4	0.0001145	0.0025545471150404	0.000928424232248
0.001	0.00152	1.52	3.75e-05	0.0029947040324258	0.001034068416765
0.001	7e-05	0.06999999999999999	0.0001	0.000200581255389	6.605717658526442e-05
0.001	0.00025	0.25	0.000102	0.000401270624046	0.000153782800642
0.001	0.00096	0.96	7.35e-05	0.0064488967256662	0.002353304250921
0.001	0.00137	1.3699999999999999	3.75e-05	0.0028280001905826	0.000996043515621
0.001	0.00081	0.8099999999999999	0.000104	0.0081495823286471	0.0029978021301388
0.001	0.0002	0.2	0.000102	0.000345528871793	0.0001252336679634
0.001	0.00042	0.42	0.0001145	0.0026498658505141	0.0010076654743824
0.001	0.002	2.0	4.35e-05	0.0034913785633365	0.0011485245149862
0.001	0.00095	0.95	6.7e-05	0.0059650855061721	0.0021823663985732
0.001	0.00023	0.23	0.000104	0.0005932744113791	0.0002152626849113
0.001	0.0015	1.5	3.75e-05	0.0024741403831416	0.0008851362684406
0.001	0.00133	1.33	3.75e-05	0.0030051753081931	0.0010658843037469
0.001	0.0016	1.6	3.75e-05	0.0026627254498575	0.0009336091883092
0.001	0.00049	0.49	0.00012	0.0038523422139516	0.0015004814969892
0.001	0.00048	0.48	0.0001185	0.0037193611414466	0.0014470067397801
0.001	0.00143	1.43	3.75e-05	0.002354689748667	0.0008282051391499
0.001	0.0012	1.2	4.2e-05	0.003657924429575	0.0013150066630136
0.001	0.00134	1.34	3.75e-05	0.0025487598344616	0.0009174751243558
0.001	0.00026	0.25999999999999995	0.000104	0.0005445263812061	0.0001959898437862
0.001	0.00115	1.15	4.25e-05	0.0041511321656351	0.0014790489282819
0.001	0.00191	1.91	5.05e-05	0.0033812779742539	0.0012669148117444
0.001	0.00067	0.67	0.0001145	0.007681909296977	0.0027957139756365
0.001	0.00198	1.98	4.35e-05	0.0032150064837476	0.0010626515077434
0.001	0.00091	0.91	8.4e-05	0.0076132602411226	0.0027989526708626
0.001	0.00114	1.14	4.25e-05	0.0040112285185994	0.0013959526636358
0.001	0.00138	1.38	3.75e-05	0.0030773219262649	0.0010775334056294
0.001	2e-05	0.02	0.0001	0.0001766474041312	5.725743009304323e-05
0.001	0.00101	1.01	6.45e-05	0.0059372581198657	0.0021716444260116
0.001	0.00161	1.61	3.75e-05	0.00254849628298	0.0009251138621328
0.001	0.0006	0.6	0.0001215	0.005558886459499	0.0021398030570214
0.001	0.00098	0.98	5.9e-05	0.0054887639637319	0.0019282273299995
0.001	0.00012	0.12	9.85e-05	0.0001823176767963	6.202686965213833e-05
0.001	0.00129	1.2899999999999998	4.2e-05	0.0036422250872626	0.0013217918240833
0.001	0.00074	0.74	0.0001145	0.0085512954609689	0.0031126535979093
0.001	0.00157	1.57	3.75e-05	0.0029864892962542	0.0010465018340274
0.001	0.00052	0.5199999999999999	0.0001215	0.0047884540448116	0.0017710777433991
0.001	0.00122	1.22	4.35e-05	0.0035100302126441	0.0012384628030512
0.001	0.00046	0.46	0.00012	0.0036358304818403	0.0014176694676019
0.001	0.00188	1.88	4.35e-05	0.0027609631569921	0.0009774028388998
0.001	0.00064	0.64	0.00012	0.006473481459433	0.0024633626598823
0.001	0.00118	1.18	3.75e-05	0.0038048613670852	0.0012188071165562
0.001	0.00176	1.76	4.2e-05	0.0029036156073042	0.0010760191834659
0.001	0.00197	1.97	4.45e-05	0.0031774844117625	0.0011875866810936
0.001	0.00172	1.72	3.75e-05	0.0030391903162451	0.0009792113461304
0.001	0.00146	1.46	3.75e-05	0.0024765012764954	0.000891532175714
0.001	0.00117	1.17	4.45e-05	0.0039004168002066	0.0014185925758702
0.001	0.00131	1.3099999999999998	3.75e-05	0.0027021170757717	0.0009460413331901
0.001	0.00083	0.83	9.4e-05	0.0078203170742514	0.0028874337847138
0.001	0.00041	0.41	0.0001145	0.0025319546271571	0.0009177184212765
0.001	0.00051	0.51	0.00012	0.0036841651057518	0.001383824925087
0.001	0.00119	1.1900000000000002	4.35e-05	0.0034769138325666	0.0012586407580563
0.001	0.00093	0.93	8.3e-05	0.0073855439783454	0.002544309419041
0.001	0.00044	0.44	0.0001185	0.0034356005688688	0.0013159724841579
0.001	0.00038	0.38	0.0001145	0.0026010558126174	0.0009970987832355
0.001	0.00073	0.73	0.0001145	0.0078069595998213	0.0029182759351857
0.001	0.00104	1.0399999999999998	5.9e-05	0.0051133552901236	0.0018449477530346
0.001	0.00149	1.49	3.75e-05	0.0026503052615731	0.0009149897312788
0.001	0.00167	1.67	3.65e-05	0.0027731945102418	0.0009633647296004
0.001	0.00171	1.71	3.75e-05	0.0025410985519871	0.0008642955267766
0.001	8e-05	0.08	0.0001	7.019351004855512e-05	2.1455050823388453e-05
0.001	6e-05	0.06	0.000101	0.0001676624451052	5.690202590858223e-05
0.001	0.0003	0.3	0.000104	0.0007951109285507	0.0002531079631418
0.001	0.00194	1.9400000000000002	4.8e-05	0.0032134650292084	0.0011611231583489
0.001	0.00047	0.47	0.0001185	0.0038191044194385	0.0014673525212758
0.001	9e-05	0.09000000000000001	0.000102	0.0002808866494515	9.490558419494592e-05
0.001	0.00132	1.32	3.75e-05	0.0026927219664066	0.0009242564016548
0.001	0.00107	1.07	5.45e-05	0.0049059989370373	0.0017717798421239
0.001	0.00178	1.7799999999999998	4.2e-05	0.0030831404124695	0.0011448556012605
0.001	0.00082	0.82	0.000104	0.0082649830857126	0.0030164824646489
0.001	0.00066	0.66	0.00012	0.0065577146584354	0.0024931556656982
0.001	0.00011	0.11	0.000103	0.0004837415858027	0.00017847988353
0.001	0.00065	0.6499999999999999	0.0001185	0.0075668256685721	0.00285659769247
0.001	0.00094	0.94	7.8e-05	0.0066908503352173	0.0024575711789064
0.001	0.00028	0.27999999999999997	0.000104	0.000491381928108	0.0001655422606119
0.001	0.00045	0.44999999999999996	0.00012	0.003579790005845	0.0013914100736595
0.001	0.00181	1.8099999999999998	3.75e-05	0.0030336046661583	0.0009735002630853
0.001	0.00151	1.51	3.75e-05	0.0026738850218499	0.0009461892173444
0.001	0.00072	0.7200000000000001	0.00012	0.0075915221626449	0.0028803062619247
0.001	0.00142	1.42	3.75e-05	0.002618888677456	0.0009358295761382
0.001	0.00162	1.6199999999999999	3.75e-05	0.0027681049272929	0.0009669623896942
0.001	0.00102	1.02	5.9e-05	0.0056168727930444	0.0019479099889857
0.001	0.00022	0.22	0.000104	0.0005554742122613	0.0001857953368305
0.001	0.0014	1.4	3.75e-05	0.0027777552155393	0.0009802134959184
0.001	0.00043	0.43	0.0001185	0.0036019296341455	0.0013674847804024
0.001	0.00113	1.13	4.35e-05	0.0044246949029765	0.0014993200752811
0.001	0.00123	1.23	4.25e-05	0.0036893796880028	0.0013060775409078
0.001	0.00099	0.99	7.1e-05	0.0063874758127588	0.0022612497085334
0.001	0.0008	0.8	0.000106	0.0080921030221228	0.0030002436699091
0.001	0.001	1.0	6.4e-05	0.0060143059806916	0.0021955593957903
0.001	0.00029	0.29	0.000109	0.0012521790132825	0.0004794794397593
0.001	0.00186	1.86	4.45e-05	0.0031388985625692	0.0011724991525985
0.001	1e-05	0.01	0.000102	0.0002494114712678	8.992840044698236e-05
0.001	0.00128	1.28	3.75e-05	0.0029123062114428	0.0010525470613742
0.001	0.00165	1.65	4.25e-05	0.0026623467789549	0.000964400613512
0.001	0.00112	1.1199999999999999	4.35e-05	0.0043300769330517	0.0014186158454515
0.001	0.00027	0.27	0.000106	0.0008756434951816	0.0002980269029618
0.001	0.00034	0.34	0.000109	0.0015217325747647	0.0005783175853116
0.001	0.00141	1.41	3.75e-05	0.0026477117105636	0.000958313954814
0.001	0.00136	1.36	3.75e-05	0.0030522605732892	0.0010682386671705
0.001	0.00125	1.25	3.75e-05	0.002739472957728	0.0009181632673136
0.001	0.0017	1.7	4.2e-05	0.0027050379262983	0.0009971022267218
0.001	0.00024	0.24	0.000103	0.0004190317862022	0.0001404873182747
0.001	5e-05	0.05	0.0001	1.2398681019543112e-05	4.304559345647214e-06
0.001	0.00075	0.75	0.000109	0.0078742551864638	0.0029590749093773
0.001	0.00163	1.63	4.2e-05	0.0026819794500974	0.0010058517983766
0.001	0.00056	0.5599999999999999	0.00012	0.0047355988149824	0.0017676769319962
0.001	4e-05	0.04	0.000103	0.0004380970048452	0.0001528971138381
0.001	0.00175	1.75	4.25e-05	0.0026116331064189	0.0009774164339487
0.001	0.00097	0.9700000000000001	6.4e-05	0.0056487843914676	0.0020612938682725
