sim_id	seed	popsize	selcoef	sigma	mutrate	velocity	profile
4	2845071383	5000.0	0.0004	0.000292	0.006	0.255655	0.007691701659668066,0.06214857028594281,0.10362203559288143,0.1323622075584883,0.1393875624875025,0.14134301139772046,0.11627186562687462,0.10812229554089182,0.08515608878224355,0.04955100979804039,0.02459856028794241,0.013513897220555888,0.009968086382723455,0.0043482903419316135,0.0012633473305338932,0.00042071585682863425,0.0001996000799840032,2.9034193161367726e-05,2.1195760847830435e-06
2	2228633606	5000.0	0.0004	0.000292	0.006	0.942787	0.00021671665666866626,0.0008837032593481303,0.0028697460507898422,0.009351089782043591,0.028514497100579884,0.06620171965606879,0.0924639872025595,0.10938220355928814,0.12598348330333933,0.1160994601079784,0.08915452909418116,0.08949478104379124,0.08038508298340331,0.07127742451509698,0.056666666666666664,0.02786878624275145,0.01666846630673865,0.009303179364127175,0.006016076784643071,0.0009969606078784243,0.00017060587882423514,2.999400119976005e-05,8.398320335932813e-07
6	2657339424	5000.0	0.0004	0.000292	0.006	0.829361	0.0005625674865026995,0.003998400319936013,0.008281583683263347,0.017726654669066186,0.03289230153969206,0.050470305938812236,0.08794269146170766,0.13228282343531295,0.1451142171565687,0.15059820035992802,0.1388018796240752,0.1015012197560488,0.06341131773645271,0.03660279944011198,0.018853309338132375,0.007769606078784243,0.002051029794041192,0.0008385922815436912,0.00026350729854029194,3.5552889422115576e-05,1.4397120575884822e-06
18	3917191269	5000.0	0.0004	0.000292	0.006	0.617119	0.0012712257548490302,0.004618396320735853,0.007419316136772646,0.011615476904619075,0.04066126774645071,0.06611429714057189,0.0797372525494901,0.12579428114377125,0.14729386122775445,0.1563512897420516,0.13230149970006,0.090600199960008,0.049487022595480906,0.0318625874825035,0.021721615676864627,0.013720975804839032,0.011835272945410917,0.005352649470105979,0.0017829634073185364,0.0004219556088782244,3.643271345730854e-05,1.5996800639872026e-07
3	1089085452	5000.0	0.0004	0.000292	0.006	0.432991	0.009859188162367527,0.030994881023795242,0.05329530093981204,0.06254377124575085,0.0634631473705259,0.06926902619476105,0.05426642671465707,0.043055708858228355,0.05474153169366127,0.0776241551689662,0.09119280143971206,0.09299208158368326,0.09241319736052789,0.07746794641071786,0.050554529094181164,0.03448442311537692,0.019824795040991803,0.01169634073185363,0.004898940211957609,0.0026577884423115376,0.0016289142171565687,0.0006977004599080183,0.00031237752449510096,6.326734653069386e-05,1.7596480703859228e-06
7	1432592417	5000.0	0.0004	0.000292	0.006	0.590150	0.002081623675264947,0.00592129574085183,0.01550633873225355,0.04294857028594281,0.06791741651669667,0.07960707858428315,0.08328486302739452,0.0841376524695061,0.10233229354129174,0.09409650069986003,0.06893629274145172,0.06330929814037192,0.0592878224355129,0.05248334333133373,0.05107226554689062,0.041776804639072185,0.027680783843231353,0.01459632073585283,0.015430833833233354,0.0092999800039992,0.005773925214957009,0.003132013597280544,0.005247310537892421,0.0032374325134973004,0.0007288142371525694,0.00015368926214757048,1.9396120775844833e-05,3.9992001599680065e-08
5	2302709788	5000.0	0.0004	0.000292	0.006	0.490265	0.0014332333533293342,0.002860387922415517,0.016292861427714456,0.045553329334133176,0.07895640871825635,0.10223275344931014,0.11552001599680065,0.11073037392521495,0.11885306938612278,0.10939012197560488,0.09480011997600479,0.06436044791041792,0.0467379324135173,0.033337172565486906,0.02262119576084783,0.014566086782643472,0.008180683863227355,0.004320855828834233,0.003609638072385523,0.0025732053589282143,0.0020255548890221954,0.0008719456108778244,0.00012605478904219157,2.599480103979204e-06,2.2035592881423716e-05,2.1435712857428513e-05,4.799040191961608e-07
0	1834569728	5000.0	0.0004	0.000292	0.006	0.658207	0.001050109978004399,0.010064787042591481,0.02856096780643871,0.05540863827234553,0.08073625274945011,0.1025363727254549,0.13934677064587084,0.16232933413317335,0.14397896420715856,0.1056499100179964,0.06552153569286143,0.03848594281143771,0.021844151169766048,0.01214497100579884,0.007359448110377924,0.007339252149570086,0.009485382923415317,0.004160407918416317,0.0014440711857628475,0.0012037592481503698,0.001180243951209758,0.0001536492701459708,1.4037192561487702e-05,1.0397920415916818e-06
12	3860193358	5000.0	0.0004	0.000292	0.006	0.553433	0.003881503699260148,0.007924775044991002,0.013271025794841032,0.048156888622275545,0.08084055188962208,0.10492289542091582,0.11471589682063588,0.13104707058588283,0.12308254349130174,0.10175440911817636,0.08996944611077784,0.07518956208758248,0.05685738852229554,0.030787762447510497,0.0112126374725055,0.003614877024595081,0.0021200959808038394,0.0004704659068186363,0.00016580683863227355,1.4397120575884824e-05
9	4264308779	5000.0	0.0004	0.000292	0.006	0.539577	0.007871585682863428,0.044304139172165566,0.0899005398920216,0.09704879024195161,0.09392753449310139,0.11592725454909018,0.11444603079384123,0.13594445110977804,0.11918688262347531,0.07960167966406718,0.039311577684463105,0.020429474105178966,0.016577724455108977,0.013560967806438713,0.008173285342931413,0.0020035992801439714,0.001247630473905219,0.00022775444911017796,0.0002985402919416117,1.0477904419116177e-05,7.998400319936013e-08
