sim_id	seed	popsize	selcoef	sigma	mutrate	velocity	profile
5	1080075288	5000.0	0.004	8e-05	0.006	-0.006374	0.2156379924015197,0.33284167166566686,0.2602163167366527,0.1254363527294541,0.046353929214157166,0.014559368126374725,0.0041670465906818634,0.0006992201559688062,6.206758648270345e-05,2.5594881023795242e-05,4.399120175964807e-07
0	939697162	5000.0	0.004	8e-05	0.006	0.022147	0.2111602079584083,0.3113081783643271,0.2638765046990602,0.13495464907018595,0.053806678664267145,0.019304419116176766,0.0044847030593881225,0.00082875424915017,0.000246630673865227,2.8434313137372527e-05,8.398320335932813e-07
1	1241242635	5000.0	0.004	8e-05	0.006	-0.011314	0.19375744851029794,0.3234079984003199,0.26880379924015196,0.14030861827634472,0.05406634673065387,0.014977004599080183,0.0037416116776644672,0.0008305538892221556,8.198360327934413e-05,2.4195160967806438e-05,4.399120175964807e-07
9	773114408	5000.0	0.004	8e-05	0.006	-0.006658	0.20957072585482903,0.33546950609878023,0.25335860827834433,0.13089810037992403,0.04984591081783643,0.015967926414717056,0.004204119176164767,0.000553489302139572,0.00011701659668066387,1.4397120575884824e-05,1.9996000799840033e-07
3	3527380496	5000.0	0.004	8e-05	0.006	0.040345	0.1673362527494501,0.3101195360927814,0.2787118176364727,0.15007194561087783,0.06743663267346531,0.01949234153169366,0.0054186762647470505,0.001299140171965607,8.446310737852429e-05,2.8794241151769647e-05,3.9992001599680065e-07
4	413861395	5000.0	0.004	8e-05	0.006	-0.016546	0.2604252349530094,0.3239910417916417,0.22820803839232154,0.12079384123175364,0.0458003599280144,0.015605278944211157,0.0039614477104579085,0.0009078984203159368,0.00024683063387322536,5.8948210357928415e-05,1.0797840431913617e-06
12	353147960	5000.0	0.004	8e-05	0.006	0.002973	0.21541575684863026,0.3324496300739852,0.25014233153369325,0.13293437312537493,0.050010757848430315,0.014052949410117976,0.0040940611877624475,0.0007701659668066387,0.00011669666066786642,1.275744851029794e-05,5.198960207958409e-07
15	2488188484	5000.0	0.004	8e-05	0.006	-0.005291	0.2074976604679064,0.3207850429914017,0.2624349530093981,0.1381132573485303,0.05363527294541092,0.01252389522095581,0.003665866826634673,0.0009783243351329735,0.00030781843631273747,4.93501299740052e-05,8.438312337532494e-06,1.199760047990402e-07
17	61619781	5000.0	0.004	8e-05	0.006	0.029753	0.1572760647870426,0.3217000599880024,0.27878140371925614,0.1542241951609678,0.06021067786442712,0.019933253349330132,0.006441511697660468,0.0011164567086582684,0.0003062587482503499,9.558088382323535e-06,5.598880223955209e-07
10	2069652015	5000.0	0.004	8e-05	0.006	-0.006659	0.20003087382523496,0.32342303539292144,0.2657494101179764,0.13377672465506898,0.05374641071785643,0.0173874425114977,0.00457124575084983,0.0010834233153369326,0.00021851629674065186,1.2837432513497301e-05,7.998400319936013e-08
11	963403827	5000.0	0.004	8e-05	0.006	-0.005554	0.2463871625674865,0.3495918016396721,0.2413388122375525,0.10951689662067586,0.03890505898820236,0.011281783643271346,0.0024105578884223156,0.00047710457908418317,8.74625074985003e-05,3.359328134373125e-06
