sim_id	seed	popsize	selcoef	sigma	mutrate	velocity	profile
15	2156087356	5000.0	0.001	0.00068	0.006	0.327072	0.0030940611877624475,0.014034113177364527,0.037770205958808235,0.08829754049190162,0.1382759448110378,0.17139340131973604,0.16915936812637472,0.1452745450909818,0.1029620875824835,0.06998868226354729,0.036356648670265945,0.01481627674465107,0.00458120375924815,0.0023436912617476506,0.0006039992001599681,0.0003147370525894821,0.0005860427914417117,0.0001380523895220956,9.398120375924815e-06
10	1924966448	5000.0	0.001	0.00068	0.006	0.452246	0.004354889022195561,0.032882063587282545,0.10144707058588283,0.1822751049790042,0.225976324735053,0.18939664067186562,0.12268034393121376,0.07399320135972805,0.03649190161967607,0.018011757648470305,0.008139412117576485,0.0030381923615276944,0.0008901819636072786,0.00011245750849830034,0.00025782843431313736,5.182963407318536e-05,7.998400319936013e-07
3	3965898763	5000.0	0.001	0.00068	0.006	0.436964	0.003633513297340532,0.014831913617276545,0.04249490101979604,0.08647670465906819,0.13415872825434913,0.13730281943611278,0.12837204559088183,0.10293837232553489,0.09158280343931213,0.07636332733453309,0.05781739652069586,0.04991569686062788,0.036558528294341135,0.0185372125574885,0.010984243151369725,0.004191521695660868,0.002265786842631474,0.0007312937412517497,0.000539372125574885,0.00017844431113777243,5.7228554289142175e-05,2.7474505098980204e-05,3.91121775644871e-05,1.5596880623875224e-06
5	2394488858	5000.0	0.001	0.00068	0.006	0.394626	0.004487782443511298,0.021767926414717056,0.07875436912617477,0.13513381323735252,0.16173301339732055,0.14600351929614078,0.13745758848230355,0.10373613277344532,0.0817125374925015,0.05032005598880224,0.03627974405118976,0.023778084383123375,0.011109578084383124,0.004928174365126974,0.001832233553289342,0.0007081783643271346,0.00017176564687062588,8.474305138972205e-05,7.598480303939212e-07
13	1904980019	5000.0	0.001	0.00068	0.006	0.294945	0.0031783643271345733,0.03680767846430714,0.08970673865226955,0.11079300139972005,0.13262459508098381,0.1350862227554489,0.12100291941611678,0.10871485702859428,0.10288438312337532,0.06868158368326335,0.04098804239152169,0.02455368926214757,0.0155999200159968,0.006416156768646271,0.0021629274145170967,0.0005504499100179965,0.00020515896820635872,4.271145770845831e-05,5.99880023995201e-07
8	3855163423	5000.0	0.001	0.00068	0.006	0.624235	0.0010579884023195361,0.006978444311137772,0.014766046790641871,0.024914057188562287,0.06136336732653469,0.1120877024595081,0.14649866026794642,0.16840507898420315,0.15443243351329733,0.10109826034793042,0.07541875624875025,0.057418156368726256,0.03702835432913417,0.017969526094781044,0.011573205358928215,0.006135692861427715,0.0021423315336932614,0.0005522095580883824,0.0001524495100979804,7.278544291141772e-06
7	772735004	5000.0	0.001	0.00068	0.006	0.496827	0.001144491101779644,0.010206998600279944,0.030260547890421916,0.10476940611877625,0.17568014397120577,0.18922003599280143,0.17218064387122575,0.1295620475904819,0.09255688862227554,0.05165410917816437,0.024784563087382524,0.01000999800039992,0.0056875024995001,0.001822395520895821,0.0004423115376924615,1.703659268146371e-05,8.798240351929614e-07
9	3071834156	5000.0	0.001	0.00068	0.006	0.435407	0.0019873225354929015,0.009242791441711657,0.013461427714457108,0.02281111777644471,0.0565501699660068,0.09719736052789442,0.14195808838232354,0.16921819636072785,0.17092285542891422,0.13936088782243553,0.09140683863227354,0.04765634873025395,0.021471705658868228,0.007655348930213957,0.003948010397920416,0.0031251749650069984,0.0013388922215556889,0.0005406918616276744,0.00013797240551889623,8.758248350329933e-06,3.9992001599680065e-08
11	3804831793	5000.0	0.001	0.00068	0.006	0.397230	0.007357248550289942,0.03879844031193761,0.07707870425914817,0.14854677064587082,0.19017772445510897,0.17775388922215557,0.1353978404319136,0.09970737852429513,0.06109326134773045,0.03485390921815637,0.016859428114377125,0.007558968206358728,0.0037234153169366127,0.0009040191961607678,0.00018364327134573084,4.839032193561288e-06,5.198960207958409e-07
0	2152843267	5000.0	0.001	0.00068	0.006	0.417827	0.0027870825834833035,0.033541931613677266,0.11600139972005599,0.18011845630873824,0.1772645870825835,0.16934057188562288,0.12532989402119576,0.07912893421315736,0.04882787442511498,0.032064627074585086,0.018849230153969207,0.011092061587682464,0.0038570685862827437,0.001446630673865227,0.0002540291941611678,9.138172365526895e-05,4.239152169566087e-06
12	751935538	5000.0	0.001	0.00068	0.006	0.176688	0.006273105378924215,0.044718376324735055,0.08734337132573486,0.13626734653069386,0.15936692661467705,0.1635394921015797,0.13467918416316738,0.09964831033793241,0.06498984203159368,0.03998408318336333,0.02072401519696061,0.015301979604079185,0.010114217156568687,0.008984443111377725,0.004727014597080584,0.0021337332533493303,0.0005906018796240751,0.0005495300939812038,6.230753849230154e-05,1.199760047990402e-06,9.198160367926415e-07
6	2093303835	5000.0	0.001	0.00068	0.006	0.313346	0.009803839232153569,0.05256568686262748,0.12325294941011798,0.16385474905018996,0.17022247550489902,0.15122915416916616,0.1084119976004799,0.07560279944011197,0.06142011597680464,0.03842335532893421,0.024487782443511297,0.010265106978604279,0.003792121575684863,0.0022440311937612476,0.002475784843031394,0.0014349130173965208,0.0003543291341731654,0.0001378124375124975,1.6916616676664667e-05,4.039192161567687e-06,3.9992001599680065e-08
2	2673940490	5000.0	0.001	0.00068	0.006	0.440887	0.007578964207158569,0.03822675464907019,0.07410809838032394,0.11691941611677664,0.19747814437112576,0.19811269746050789,0.15303323335332933,0.10190833833233354,0.05591469706058788,0.028389202159568087,0.013766846630673865,0.008456028794241151,0.0041778444311137775,0.001174245150969806,0.0006619076184763048,8.834233153369326e-05,5.238952209558089e-06
1	2420348934	5000.0	0.001	0.00068	0.006	0.278549	0.00299372125574885,0.021845950809838033,0.062484223155368925,0.11351105778844231,0.16264819036192762,0.17213189362127573,0.16622051589682063,0.12883987202559488,0.07243047390521895,0.04379476104779044,0.02691521695660868,0.014520815836832634,0.007161087782443511,0.002544611077784443,0.0015232153569286143,0.0003838032393521296,4.943011397720456e-05,1.159768046390722e-06
17	3387629633	5000.0	0.001	0.00068	0.006	0.531616	0.0011548890221955608,0.006752729454109178,0.01544251149770046,0.04798892221555689,0.0989375324935013,0.16187450509898021,0.18325930813837232,0.17058196360727854,0.12985174965007,0.08188762247550489,0.04997408518296341,0.030478304339132175,0.012214757048590283,0.0047499700059988005,0.002913377324535093,0.0014690661867626474,0.00035612877424515095,0.00010569886022795441,6.878624275144971e-06
16	3036942397	5000.0	0.001	0.00068	0.006	0.584709	0.0019230953809238152,0.01963603279344131,0.04082971405718856,0.0874011597680464,0.13181711657668466,0.18303135372925414,0.17525450909818036,0.13839748050389922,0.09374085182963407,0.059829034193161365,0.03553273345330934,0.020472265546890623,0.008870265946810637,0.0024962607478504297,0.0007304139172165567,3.079384123175365e-05,6.71865626874625e-06,1.9996000799840033e-07
14	85387318	5000.0	0.001	0.00068	0.006	0.518015	0.0031548490301939614,0.023111697660467907,0.08456904619076185,0.16385338932213558,0.19164203159368126,0.16220491901619677,0.1332111177764447,0.09150197960407919,0.06950605878824236,0.03415568886222756,0.018912297540491903,0.011346370725854829,0.007173205358928215,0.003875624875024995,0.0009623275344931014,0.00032381523695260947,0.00034513097380523894,0.00014349130173965208,6.71865626874625e-06,2.399520095980804e-07
4	2468632601	5000.0	0.001	0.00068	0.006	0.456010	0.005964607078584283,0.041017916416716656,0.09237132573485303,0.15133241351729654,0.1769004599080184,0.16311721655668865,0.1469887222555489,0.10346694661067786,0.06337076584683063,0.03457264547090582,0.013262347530493901,0.0052421115776844635,0.0017700859828034393,0.0005450509898020396,7.538492301539692e-05,1.999600079984003e-06
18	2291013702	5000.0	0.001	0.00068	0.006	0.201470	0.00867254549090182,0.04786502699460108,0.1269351329734053,0.15018892221555688,0.1408130773845231,0.146025274945011,0.13605518896220756,0.1005746850629874,0.0658869426114777,0.03744063187362528,0.02397644471105779,0.010837232553489302,0.003119856028794241,0.0007768046390721855,0.0004249950009998,0.0003684863027394521,3.8632273545290943e-05,1.199760047990402e-07
19	586631240	5000.0	0.001	0.00068	0.006	0.392410	0.006757968406318736,0.026874185162967405,0.07324583083383324,0.16153413317336532,0.20246746650669867,0.1849742051589682,0.14776448710257947,0.09308914217156569,0.05967026594681064,0.02845490901819636,0.011229714057188563,0.0028197960407918415,0.0007016596680663867,0.000220875824835033,0.00015092981403719256,4.427114577084583e-05,1.5996800639872026e-07
20	2614110281	5000.0	0.001	0.00068	0.006	0.389736	0.0016283143371325734,0.022375044991001798,0.07981711657668467,0.1350874625074985,0.13886618676264748,0.140101899620076,0.12813793241351729,0.1264381523695261,0.09961375724855029,0.06156164767046591,0.03769950009998001,0.01739348130373925,0.007221315736852629,0.0025026994601079783,0.0012715856828634273,0.0002786642671465707,4.999000199960008e-06,2.399520095980804e-07
22	3292289110	5000.0	0.001	0.00068	0.006	0.291702	0.003538652269546091,0.015491541691661668,0.04456996600679864,0.0892635472905419,0.14445946810637872,0.1503499700059988,0.12961067786442712,0.12578208358328336,0.10868938212357529,0.07884539092181564,0.04788978204359128,0.032053149370125975,0.015674305138972205,0.007840591881623676,0.003707218556288742,0.001651749650069986,0.0004600279944011198,9.562087582483503e-05,2.6834633073385324e-05,3.9992001599680065e-08
21	1870620757	5000.0	0.001	0.00068	0.006	0.500082	0.0005768046390721856,0.0020407918416316738,0.007941891621675665,0.0315132973405319,0.07383979204159168,0.08020771845630874,0.07933337332533494,0.08729538092381524,0.09632833433313337,0.09868282343531294,0.09848050389922015,0.08576364727054589,0.07686494701059789,0.07134265146970606,0.051728054389122174,0.0279875224955009,0.01784507098580284,0.008913377324535093,0.002204759048190362,0.0004802639472105579,0.0004625874825034993,0.00015772845430913818,8.558288342331533e-06,1.199760047990402e-07
23	2329821276	5000.0	0.001	0.00068	0.006	0.468247	0.006518616276744651,0.04716344731053789,0.0934497900419916,0.13960687862427515,0.16621635672865426,0.17837692461507698,0.14226366726654668,0.10056140771845631,0.06074269146170766,0.034725494901019796,0.01719856028794241,0.009307098580283944,0.003115416916616677,0.0007018596280743851,4.415116976604679e-05,7.558488302339532e-06,7.998400319936013e-08
24	951189599	5000.0	0.001	0.00068	0.006	0.335588	0.005060867826434713,0.038425074985003,0.08349318136372726,0.11890841831633674,0.17969278144371126,0.17815104979004198,0.1528123575284943,0.09583027394521096,0.0677999200159968,0.048068306338732256,0.02133381323735253,0.007482143571285743,0.002389362127574485,0.0003764847030593881,0.00010889822035592882,6.162767446510697e-05,5.438912217556489e-06
27	4121915498	5000.0	0.001	0.00068	0.006	0.322432	0.006858308338332334,0.04388142371525695,0.10267890421915617,0.15006798640271946,0.18690741851629675,0.18128350329934012,0.13635716856628674,0.09183399320135972,0.05406594681063787,0.024455708858228356,0.012124415116976605,0.005866786642671466,0.0017232553489302139,0.0013816036792641472,0.0004183163367326535,9.130173965206959e-05,3.959208158368327e-06
25	177311845	5000.0	0.001	0.00068	0.006	0.237380	0.015930413917216557,0.06898204359128174,0.131423675264947,0.15586586682663467,0.1591969206158768,0.14917196560687862,0.11452365526894621,0.08275200959808038,0.056567646470705855,0.030085462907418516,0.014713417316536692,0.010674345130973805,0.005203959208158368,0.0031219756048790244,0.001431393721255749,0.000342371525694861,1.287742451509698e-05
28	1585301611	5000.0	0.001	0.00068	0.006	0.551215	0.0065762847430513895,0.0158122775444911,0.026215356928614278,0.05188438312337532,0.06501451709658068,0.10793021395720856,0.17451049790041992,0.18828886222755448,0.1414998600279944,0.09378188362327534,0.057304059188162365,0.03486966606678664,0.017337732453509298,0.010223195360927815,0.005949410117976405,0.0017309338132373525,0.0005806838632273545,0.0003713257348530294,9.02619476104779e-05,2.8474305138972204e-05,1.199760047990402e-07
26	1080975465	5000.0	0.001	0.00068	0.006	0.320682	0.007780683863227354,0.07486874625074985,0.14257120575884824,0.1662382323535293,0.16092749450109978,0.13374053189362128,0.10981611677664467,0.08153857228554288,0.0556250349930014,0.028740451909618075,0.01600375924815037,0.011107738452309538,0.005087782443511298,0.0034987002599480106,0.0016051989602079585,0.0004930213957208558,0.0001390521895620876,0.00014233153369326134,5.286942611477705e-05,2.2155568886222757e-05,3.199360127974405e-07
34	2410723448	5000.0	0.001	0.00068	0.006	0.232731	0.007327054589082184,0.03154801039792041,0.09365670865826835,0.1398618676264747,0.1747473305338932,0.17122067586482703,0.14035372925414916,0.09714673065386922,0.05285966806638672,0.03737760447910418,0.02620511897620476,0.01810393921215757,0.006212037592481504,0.0023783243351329733,0.0005713657268546291,0.00010213957208558288,0.00012453509298140372,3.85122975404919e-05,9.99000199960008e-05,4.7950409918016394e-05,1.6796640671865626e-05
33	3450355831	5000.0	0.001	0.00068	0.006	0.300556	0.002974725054989002,0.019972045590881823,0.04028054389122176,0.08234105178964207,0.11569742051589682,0.14498484303139372,0.14905210957808437,0.1313262547490502,0.10824099180163967,0.0854370725854829,0.05018636272745451,0.02867730453909218,0.01793629274145171,0.009823395320935813,0.007089182163567287,0.004043231353729254,0.0010049590081983603,0.0007948010397920416,0.00012405518896220757,1.235752849430114e-05,9.598080383923216e-07,3.9992001599680065e-08
32	2532413559	5000.0	0.001	0.00068	0.006	0.519143	0.001369126174765047,0.016529294141171765,0.07560711857628474,0.1529242551489702,0.19306674665066986,0.19298248350329933,0.15784871025794842,0.09924111177764447,0.05694877024595081,0.03327046590681863,0.013313617276544691,0.004493501299740052,0.0016143971205758848,0.0006712257548490302,0.00010073985202959408,1.8276344731053788e-05,1.5996800639872026e-07
31	3993833587	5000.0	0.001	0.00068	0.006	0.331285	0.0009687662467506499,0.001997640471905619,0.006025594881023795,0.0205999600079984,0.060001679664067185,0.10862079584083183,0.13660455908818236,0.1535649670065987,0.14290773845230953,0.12467682463507299,0.08966862627474505,0.058912737452509495,0.04169006198760248,0.02812381523695261,0.013826954609078184,0.006269506098780244,0.003610757848430314,0.0015229754049190163,0.00026990601879624076,0.0001247750449910018,1.1317736452709458e-05,3.9992001599680065e-08
30	789131378	5000.0	0.001	0.00068	0.006	0.601069	0.002067146570685863,0.013584443111377725,0.031620835832833434,0.06278904219156169,0.10879392121575684,0.15706654669066186,0.17608922215556888,0.14708258348330333,0.10284043191361728,0.06930141971605679,0.0530249950009998,0.034836992601479704,0.023067026594681062,0.011375324935012997,0.004234673065386923,0.0015839232153569286,0.0005328134373125375,0.00010313937212557489,5.518896220755849e-06
37	2360950908	5000.0	0.001	0.00068	0.006	0.414552	0.00173125374925015,0.01085490901819636,0.02002647470505899,0.0444373125374925,0.08500507898420316,0.13295988802239553,0.15135204959008197,0.1473126574685063,0.13205074985002999,0.10983415316936612,0.07551937612477505,0.04655712857428514,0.023079064187162567,0.010045310937812437,0.004450429914017197,0.0018477904419116177,0.0008611077784443111,0.00118500299940012,0.0005255348930213957,0.0002045990801839632,0.00010037992401519697,5.934813037392521e-05,3.9992001599680065e-07
29	4091377772	5000.0	0.001	0.00068	0.006	0.380764	0.004253909218156369,0.013267266546690661,0.05115332933413317,0.09787378524295141,0.14673465306938613,0.1457530093981204,0.15968958208358328,0.1283990401919616,0.09743427314537093,0.07035412917416517,0.040104019196160766,0.024239632073585284,0.010397160567886423,0.003835872825434913,0.0037262147570485903,0.002085302939412118,0.00047898420315936813,0.00021211757648470305,7.278544291141772e-06,4.399120175964807e-07
35	4139536504	5000.0	0.001	0.00068	0.006	0.284903	0.0033885622875424915,0.025727774445110978,0.0677007798440312,0.11135820835832834,0.1148124375124975,0.11073321335732854,0.1131131373725255,0.10965986802639473,0.1025123375324935,0.07924619076184763,0.05235372925414917,0.040033033393321336,0.02505618876224755,0.019268946210757847,0.010922015596880623,0.0059108178364327135,0.0027384523095380924,0.0036265546890621877,0.001308498300339932,0.00035420915816836634,0.00014049190161967608,3.351329734053189e-05,9.998000399920016e-07,3.9992001599680065e-08
38	4205078656	5000.0	0.001	0.00068	0.006	0.269391	0.012453949210157968,0.08414041191761648,0.14171977604479105,0.1725123775244951,0.15866490701859629,0.13914337132573484,0.11875960807838433,0.07207822435512898,0.040400599880023993,0.02613357328534293,0.015763727254549092,0.009753289342131573,0.005244191161767647,0.002248390321935613,0.000692621475704859,0.00016900619876024795,9.966006798640271e-05,1.5996800639872025e-05,6.27874425114977e-06,3.9992001599680065e-08
36	1506982012	5000.0	0.001	0.00068	0.006	0.300371	0.006892341531693661,0.055624435112977405,0.10739520095980803,0.13188834233153368,0.12695968806238753,0.13997256548690262,0.12704683063387323,0.1018633473305339,0.07419196160767846,0.05075664867026595,0.032910497900419916,0.020406918616276744,0.009899180163967207,0.008178364327134573,0.0035657668466306737,0.001664867026594681,0.0006222355528894221,0.00014537092581483704,1.5396920615876825e-05,3.9992001599680065e-08
39	1449789570	5000.0	0.001	0.00068	0.006	0.484995	0.0009475704859028194,0.002972085582883423,0.01717760447910418,0.07111753649270146,0.12615616876624675,0.15367682463507298,0.1785509298140372,0.154272225554889,0.11861579684063188,0.0776490701859628,0.05015812837432514,0.027675424915016997,0.012256468706258749,0.005421355728854229,0.0026965806838632274,0.0005806038792241551,7.54249150169966e-05,1.9996000799840033e-07
40	1757364354	5000.0	0.001	0.00068	0.006	0.485955	0.003734133173365327,0.017320575884823036,0.05583507298540292,0.14240555888822234,0.1900105578884223,0.2100258348330334,0.16039012197560487,0.10237224555088982,0.0641610477904419,0.0329872425514897,0.012239272145570886,0.005693461307738452,0.0024094781043791243,0.0003670465906818636,4.263147370525895e-05,5.718856228754249e-06
41	1285136520	5000.0	0.001	0.00068	0.006	0.344661	0.00771629674065187,0.06604767046590682,0.15538160367926415,0.20437288542291543,0.1754869826034793,0.14052921415716857,0.1023122975404919,0.0646502299540092,0.041800479904019194,0.022168126374725056,0.012676784643071386,0.005094541091781644,0.0014501899620075985,0.00030205958808238355,1.0437912417516497e-05,1.9996000799840033e-07
43	218058893	5000.0	0.001	0.00068	0.006	0.294737	0.0030021995600879826,0.03569866026794641,0.08332625474905019,0.14759224155168965,0.16119108178364328,0.14951849630073985,0.11808906218756249,0.10260631873625276,0.08128538292341532,0.05385262947410518,0.03583007398520296,0.01726514697060588,0.0057674065186962605,0.002731773645270946,0.001455628874225155,0.0005332133573285343,0.00019668066386722657,5.654869026194761e-05,1.199760047990402e-06
42	4042539147	5000.0	0.001	0.00068	0.006	0.295653	0.004999120175964807,0.06670625874825035,0.13730833833233352,0.18737148570285944,0.1684272345530894,0.14572617476504698,0.1080880623875225,0.0731503299340132,0.051397880423915215,0.02947290541891622,0.013298620275944811,0.00635872825434913,0.003756728654269146,0.001736612677464507,0.001974645070985803,0.000218876224755049,7.958408318336332e-06,3.9992001599680065e-08
44	2419656853	5000.0	0.001	0.00068	0.006	0.448198	0.008090301939612077,0.02285974805038992,0.05636332733453309,0.11076344731053789,0.1504616676664667,0.15302291541691662,0.15126434713057388,0.1250363927214557,0.08721023795240952,0.06297112577484502,0.037065786842631475,0.019935812837432513,0.008364247150569886,0.00397252549490102,0.0018137972405518896,0.0005436112777444511,0.00025050989802039594,1.0037992401519696e-05,1.5996800639872026e-07
47	2047774887	5000.0	0.001	0.00068	0.006	0.191736	0.0037346930613877225,0.03646870625874825,0.08775468906218756,0.14153321335732855,0.14468534293141372,0.14609062187562488,0.128702099580084,0.09598992201559688,0.07707290541891622,0.059666346730653866,0.03866702659468106,0.021673505298940212,0.011426994601079784,0.004757608478304339,0.0015842031593681263,0.00018624275144971006,5.878824235152969e-06
45	89763991	5000.0	0.001	0.00068	0.006	0.397245	0.0009122975404919016,0.006423235352929414,0.04719760047990402,0.12901867626474706,0.19418960207958408,0.21459312137572487,0.17819860027994402,0.10717808438312337,0.06565230953809238,0.030249790041991603,0.015293341331733653,0.00793881223755249,0.0023705658868226356,0.0007186962607478504,5.99880023995201e-05,4.919016196760648e-06,1.199760047990402e-07,2.399520095980804e-07
46	519561378	5000.0	0.001	0.00068	0.006	0.354610	0.003855508898220356,0.01280243951209758,0.03613505298940212,0.09267046590681864,0.1544605478904219,0.18014093181363727,0.15440827834433113,0.10881479704059188,0.08596084783043391,0.06956648670265947,0.05088290341931614,0.03069862027594481,0.01218384323135373,0.004168606278744251,0.0020197160567886423,0.0007733253349330133,0.0002007998400319936,0.00018128374325134973,7.126574685062987e-05,4.2791441711657665e-06
