sim_id	seed	popsize	selcoef	sigma	mutrate	velocity	profile
8	2343637016	5000.0	0.004	0.00144	0.006	0.000648	0.1415108178364327,0.27836904619076186,0.2631520895820836,0.18300767846430713,0.08801195760847831,0.03523971205758848,0.00867742451509698,0.0016962207558488302,0.00026282743451309736,6.646670665866826e-05,5.758848230353929e-06
3	4201619472	5000.0	0.004	0.00144	0.006	0.010637	0.16315984803039393,0.2929165766846631,0.2614727854429114,0.16548470305938812,0.0734006398720256,0.030588202359528093,0.010386842631473705,0.002138332333533293,0.0003409718056388722,0.00010717856428714258,3.919216156768646e-06
13	4135323645	5000.0	0.004	0.00144	0.006	0.064197	0.12584323135372927,0.28238412317536493,0.2720419916016797,0.18088934213157368,0.08841119776044791,0.036815356928614276,0.010574445110977805,0.002355848830233953,0.0005316936612677465,0.00012473505298940212,2.7394521095780843e-05,6.39872025594881e-07
19	2989389901	5000.0	0.004	0.00144	0.006	-0.010396	0.18080475904819035,0.2736617876424715,0.2646142771445711,0.16380907818436313,0.07652677464507099,0.029174925014997,0.00844371125774845,0.0025241751649670067,0.00041071785642871425,2.439512097580484e-05,5.238952209558089e-06,1.5996800639872026e-07
18	1805264964	5000.0	0.004	0.00144	0.006	0.028331	0.11788606278744251,0.282325174965007,0.26450325934813035,0.17820407918416317,0.09711185762847431,0.038468986202759445,0.014261747650469905,0.005263467306538692,0.0014159568086382723,0.00040471905618876225,0.00014393121375724856,1.0677864427114578e-05,7.998400319936013e-08
5	2118701075	5000.0	0.004	0.00144	0.006	0.012717	0.1575894821035793,0.284879024195161,0.2761279344131174,0.16419272145570885,0.0794376724655069,0.0267623675264947,0.008488142371525694,0.0019648070385922816,0.0005240951809638072,3.2833433313337335e-05,9.198160367926415e-07
1	1182056453	5000.0	0.004	0.00144	0.006	-0.007349	0.1514255148970206,0.3010131573685263,0.2615249350129974,0.17204423115376924,0.07968118376324736,0.025098740251949612,0.006606438712257548,0.0016442311537692462,0.0007626874625074985,0.00018288342331533694,1.5876824635072987e-05,1.199760047990402e-07
0	3941888003	5000.0	0.004	0.00144	0.006	0.047043	0.10931597680463907,0.30925190961807636,0.29159032193561285,0.17144143171365728,0.07840031993601279,0.028930253949210158,0.008662947410517896,0.002124735052989402,0.0002537092581483703,2.6074785042991403e-05,2.319536092781444e-06
14	129226802	5000.0	0.004	0.00144	0.006	0.008208	0.20837972405518895,0.269997600479904,0.25627238552289544,0.16320995800839833,0.06929066186762647,0.023985362927414516,0.0070635072985402916,0.0016143171365726855,0.00016908618276344732,1.7156568686262747e-05,2.399520095980804e-07
10	3581638682	5000.0	0.004	0.00144	0.006	0.029078	0.15170753849230154,0.30487030593881226,0.280349850029994,0.15358224355128974,0.0703252549490102,0.02641507698460308,0.009454829034193162,0.0025519696060787842,0.0006501099780043991,8.994201159768046e-05,2.8794241151769645e-06
17	233541687	5000.0	0.004	0.00144	0.006	0.038617	0.14630561887622476,0.2633399320135973,0.2640123175364927,0.1860907818436313,0.09340763847230554,0.033001079784043194,0.010212037592481503,0.0024444311137772445,0.0006844231153769246,0.0003795240951809638,7.434513097380524e-05,3.85122975404919e-05,9.318136372725454e-06,3.9992001599680065e-08
16	3189639222	5000.0	0.004	0.00144	0.006	0.057513	0.14971429714057188,0.33513321335732854,0.27799680063987203,0.15060607878424315,0.060874265146970606,0.018060467906418715,0.005289862027594481,0.001828474305138972,0.00030457908418316334,0.00018068386322735454,1.1277744451109779e-05
9	1890572310	5000.0	0.004	0.00144	0.006	0.003254	0.184297700459908,0.30932009598080384,0.2628155968806239,0.14959900019996,0.06458320335932813,0.022214757048590283,0.005756848630273945,0.0011499300139972005,0.00024779044191161766,1.4997000599880025e-05,7.998400319936013e-08
7	8138775	5000.0	0.004	0.00144	0.006	0.019579	0.16794361127774446,0.28967066586682666,0.2617999600079984,0.16775136972605478,0.07947770445910818,0.024233313337332533,0.0072287142571485705,0.0015771645670865826,0.00023963207358528295,9.398120375924815e-06,6.430713857228554e-05,4.119176164767047e-06,3.9992001599680065e-08
2	1324836875	5000.0	0.004	0.00144	0.006	0.120300	0.0450628674265147,0.23159928014397121,0.298506298740252,0.2341140571885623,0.11892581483703259,0.05037036592681464,0.01559484103179364,0.004265506898620276,0.0012091981603679265,0.00027494501099780045,7.50249950009998e-05,1.7196560687862428e-06,7.998400319936013e-08
4	2527195153	5000.0	0.004	0.00144	0.006	-0.021045	0.20511493701259748,0.29787078584283144,0.2596727054589082,0.141975124975005,0.061554209158168366,0.024132013597280545,0.007259148170365927,0.001965366926614677,0.0003739252149570086,5.1269746050789844e-05,3.0113977204559087e-05,3.9992001599680065e-07
6	2283493398	5000.0	0.004	0.00144	0.006	0.094437	0.10212937412517496,0.26433177364527094,0.2963045790841832,0.19079904019196162,0.09766014797040592,0.03332937412517496,0.011151649670065987,0.0034664267146570686,0.0006567086582683463,0.00014209158168366326,2.8354329134173166e-05,4.799040191961608e-07
12	2396440617	5000.0	0.004	0.00144	0.006	0.049211	0.20249674065186962,0.30427522495500897,0.2458606678664267,0.14148146370725856,0.06792197560487902,0.025537172565486904,0.009333533293341332,0.002403879224155169,0.0006341931613677265,5.1709658068386325e-05,3.4393121375724856e-06
15	4120762421	5000.0	0.004	0.00144	0.006	0.000619	0.1736343531293741,0.30816980603879224,0.26231701659668066,0.15043287342531494,0.06926046790641871,0.026380483903219357,0.007730773845230954,0.001758128374325135,0.00027050589882023594,4.515096980603879e-05,4.399120175964807e-07
11	3701895195	5000.0	0.004	0.00144	0.006	0.047276	0.08475736852629474,0.28679384123175367,0.29101859628074384,0.19490549890021996,0.09550501899620076,0.035051749650069984,0.009068146370725855,0.0021196960607878425,0.0005689262147570486,0.00019872025594881024,1.24375124975005e-05
23	2447822955	5000.0	0.004	0.00144	0.006	-0.001098	0.17243963207358529,0.3041650069986003,0.2727617676464707,0.14990953809238153,0.06915392921415717,0.02402995400919816,0.006203559288142372,0.0011670865826834632,0.00014701059788042392,2.2395520895820836e-05,1.199760047990402e-07
22	678023266	5000.0	0.004	0.00144	0.006	0.054087	0.1725229354129174,0.2828655068986203,0.2703395720855829,0.16504519096180764,0.07660463907218557,0.024360407918416316,0.006212757448510298,0.0017301739652069586,0.0002764247150569886,4.195160967806439e-05,4.399120175964807e-07
20	317184078	5000.0	0.004	0.00144	0.006	0.071116	0.05881883623275345,0.19740723855228953,0.3039713657268546,0.23833897220555889,0.12599320135972805,0.05119000199960008,0.018471905618876225,0.004198120375924815,0.0013228954209158169,0.00025282943411317736,3.351329734053189e-05,1.1197760447910417e-06
33	34371730	5000.0	0.004	0.00144	0.006	0.043248	0.17603035392921415,0.3025546090781844,0.25355944811037795,0.16096788642271545,0.07251105778844232,0.025169606078784244,0.006956848630273945,0.001768126374725055,0.00044247150569886023,3.587282543491302e-05,3.719256148770246e-06
24	3191079026	5000.0	0.004	0.00144	0.006	0.034689	0.11377156568686263,0.2770023595280944,0.2891256148770246,0.1825390921815637,0.08493841231753649,0.03582127574485103,0.010473265346930613,0.003948410317936413,0.0019766446710657868,0.0003404119176164767,3.9992001599680064e-05,2.2955408918216355e-05
30	3145048192	5000.0	0.004	0.00144	0.006	0.046428	0.08952169566086783,0.19804175164967006,0.28494537092581484,0.22688110377924414,0.12773913217356528,0.051964007198560286,0.016109098180363927,0.0036663067386522694,0.0007955608878224355,0.00027998400319936015,5.1709658068386325e-05,4.239152169566087e-06,3.9992001599680065e-08
27	2382899319	5000.0	0.004	0.00144	0.006	0.003957	0.18782747450509898,0.3125142171565687,0.251723575284943,0.14753105378924214,0.06962879424115177,0.022498460307938412,0.0064553089382123575,0.0015417716456708659,0.00026314737052589483,1.4157168566286743e-05,2.039592081583683e-06
25	3380263027	5000.0	0.004	0.00144	0.006	0.036352	0.22540251949610077,0.3142623875224955,0.24000519896020797,0.13187814437112577,0.056881343731253746,0.022928214357128576,0.006265266946610678,0.0017822435512897421,0.000493261347730454,8.582283543291342e-05,4.599080183963207e-06,1.0597880423915217e-05,3.9992001599680065e-07
26	1772230772	5000.0	0.004	0.00144	0.006	0.022538	0.12926494701059787,0.27895480903819236,0.2722850629874025,0.17938532293541293,0.08580839832033593,0.03616884623075385,0.013040471905618876,0.004114257148570286,0.0007937212557488502,0.00015600879824035193,2.7914417116576685e-05,2.399520095980804e-07
31	767709326	5000.0	0.004	0.00144	0.006	0.050177	0.19768058388322335,0.2700152769446111,0.2643017796440712,0.1652897420515897,0.07021811637672465,0.022710577884423114,0.006882823435312937,0.0021128174365126974,0.0006369926014797041,0.0001488902219556089,2.399520095980804e-06
36	695859355	5000.0	0.004	0.00144	0.006	0.029274	0.108975324935013,0.30001827634473105,0.30099696060787845,0.1728759848030394,0.07653461307738452,0.028763127374525094,0.009347970405918817,0.002052989402119576,0.000389122175564887,4.527094581083783e-05,3.5992801439712056e-07
28	1037381753	5000.0	0.004	0.00144	0.006	-0.018533	0.21789334133173366,0.2835116176764647,0.25603239352129575,0.13844407118576285,0.06474645070985803,0.02595252949410118,0.009382923415316937,0.0028525894821035793,0.0009541691661667667,0.00019848030393921216,2.6314737052589482e-05,3.679264147170566e-06,1.4397120575884822e-06
35	1762928789	5000.0	0.004	0.00144	0.006	-0.006950	0.18810449910017996,0.2919411317736453,0.2623537692461508,0.15969186162767446,0.06811921615676865,0.022173525294941012,0.0057162167566486705,0.0014929014197160569,0.00038768246350729855,1.8996200759848032e-05,1.9996000799840033e-07
34	4045404306	5000.0	0.004	0.00144	0.006	0.055946	0.1183748450309938,0.3088041191761648,0.2885738452309538,0.16851997600479904,0.0752986202759448,0.028021795640871826,0.009030553889222156,0.002230233953209358,0.0008489102179564087,0.00025374925014997,3.967206558688262e-05,2.599480103979204e-06,1.0797840431913617e-06
38	3424837793	5000.0	0.004	0.00144	0.006	0.087610	0.07640471905618876,0.23428918216356728,0.29013377324535095,0.20175900819836032,0.11756092781443711,0.053785442911417715,0.01844883023395321,0.005361447710457909,0.001573245350929814,0.0004460707858428314,0.00012569486102779445,8.114377124575085e-05,6.19876024795041e-06,2.371525694861028e-05,5.99880023995201e-07
37	474243228	5000.0	0.004	0.00144	0.006	0.060121	0.1576871825634873,0.30078084383123377,0.2707893221355729,0.16463435312937413,0.07170825834833033,0.02441015796840632,0.007724455108978204,0.0018724255148970207,0.0002575484903019396,4.687062587482503e-05,4.435112977404519e-05,4.2431513697260545e-05,1.799640071985603e-06
21	12394581	5000.0	0.004	0.00144	0.006	0.066535	0.0640634273145371,0.25693089382123574,0.3149251349730054,0.21233093381323737,0.10117892421515697,0.03535612877424515,0.011446630673865227,0.002870105978804239,0.0005341731653669266,0.00035076984603079383,1.287742451509698e-05
29	3396724862	5000.0	0.004	0.00144	0.006	0.094869	0.10423531293741252,0.2584368726254749,0.26974193161367727,0.20641075784843033,0.10203003399320136,0.038811957608478304,0.015191641671665666,0.004199440111977605,0.0007415316936612678,0.00018644271145770846,1.3997200559888023e-05,7.998400319936013e-08
39	1586030755	5000.0	0.004	0.00144	0.006	-0.004965	0.002855868826234753,0.23030677864427115,0.31063263347330533,0.2332902219556089,0.13115832833433314,0.05457324535092981,0.024919576084783044,0.009628034393121376,0.0022071585682863428,0.0003814037192561488,4.671065786842631e-05,3.9992001599680065e-08
32	1607831694	5000.0	0.004	0.00144	0.006	0.064484	0.09801711657668466,0.2776512297540492,0.3123600479904019,0.18091869626074786,0.0853623675264947,0.03211113777244551,0.009861507698460307,0.002896380723855229,0.0006537092581483703,0.00015700859828034393,1.0797840431913617e-05
40	4142069923	5000.0	0.004	0.00144	0.006	0.016326	0.11810345930813837,0.2771120975804839,0.28100335932813436,0.1737136572685463,0.09496696660667867,0.03844735052989402,0.011939012197560488,0.0037397320535892823,0.0008704659068186363,9.47010597880424e-05,9.118176364727055e-06,7.998400319936013e-08
41	4089614505	5000.0	0.004	0.00144	0.006	0.021515	0.11840287942411518,0.23390257948410317,0.28515676864627076,0.20445946810637872,0.10498896220755849,0.037496900619876025,0.010719336132773444,0.0034617876424715057,0.001089262147570486,0.00021123775244951009,0.00010765846830633873,3.119376124775045e-06,3.9992001599680065e-08
43	3732197551	5000.0	0.004	0.00144	0.006	0.037974	0.18404191161767647,0.3120761847630474,0.2527258948210358,0.15096728654269145,0.06951577684463107,0.023150289942011598,0.005946970605878824,0.0013659668066386722,0.00019344131173765246,1.3557288542291542e-05,1.7596480703859228e-06,9.598080383923216e-07
42	683233454	5000.0	0.004	0.00144	0.006	-0.000691	0.11696636672665467,0.24799212157568487,0.2739189362127574,0.19631685662867426,0.10317560487902419,0.04227414517096581,0.014100619876024794,0.0038993401319736055,0.001068226354729054,0.0002698260347930414,1.6836632673465307e-05,1.1197760447910417e-06
45	1543530689	5000.0	0.004	0.00144	0.006	0.009466	0.21388210357928414,0.3215650869826035,0.2520166766646671,0.13599084183163368,0.05241331733653269,0.017493541291741653,0.004746970605878824,0.0013453309338132373,0.00038304339132173566,0.00015000999800039992,1.295740851829634e-05,1.199760047990402e-07
51	2669205742	5000.0	0.004	0.00144	0.006	0.015438	0.14179208158368325,0.2834481903619276,0.2743367326534693,0.1757990801839632,0.08167830433913217,0.03174269146170766,0.007963247350529895,0.0017405318936212757,0.000765126974605079,0.00026718656268746253,0.00038728254349130174,7.798440311937613e-05,1.5596880623875224e-06
46	1223698628	5000.0	0.004	0.00144	0.006	0.009388	0.12787234553089383,0.27081075784843034,0.2670362327534493,0.18589810037992402,0.09520343931213757,0.036606998600279946,0.01186502699460108,0.0036343931213757247,0.0009986002799440112,6.0387922415516896e-05,1.3237352529494102e-05,4.799040191961608e-07
54	3571587328	5000.0	0.004	0.00144	0.006	0.133288	0.02976752649470106,0.22363819236152768,0.3325512097580484,0.24221903619276144,0.11483079384123175,0.04034129174165167,0.012962687462507498,0.0030144371125774847,0.0005277344531093781,0.0001321735652869426,1.247750449910018e-05,2.439512097580484e-06
50	3438610668	5000.0	0.004	0.00144	0.006	0.051212	0.036531333733253346,0.23781583683263346,0.29431849630073986,0.2378108378324335,0.1244252349530094,0.04656804639072185,0.01584763047390522,0.005209398120375925,0.0008518296340731854,0.0002591881623675265,0.0002286742651469706,5.2789442111577686e-05,7.534493101379724e-05,5.198960207958408e-06,1.5996800639872026e-07
49	1099512029	5000.0	0.004	0.00144	0.006	0.019490	0.15682643471305738,0.27460863827234555,0.26367058588282344,0.17605422915416916,0.08474373125374925,0.030142851429714058,0.010284263147370526,0.0031362927414517097,0.0004862627474505099,4.519096180763847e-05,1.5196960607878424e-06
