sim_id	seed	popsize	selcoef	sigma	mutrate	velocity	profile
0	1235365888	5000.0	0.001	0.00168	0.02	0.797736	4.01119776044791e-05,0.0002445910817836433,0.00033073385322935413,0.0009938012397520497,0.0022473505298940214,0.0032597080583883224,0.004967366526694661,0.0079874025194961,0.010473985202959408,0.014673105378924215,0.021444231153769245,0.0302999800039992,0.04060331933613277,0.04919416116776645,0.05488990201959608,0.06060407918416317,0.06777216556688662,0.07269186162767446,0.07650677864427115,0.07097340531893621,0.06520147970405919,0.06337704459108179,0.060774165166966605,0.05291813637272545,0.04495308938212358,0.03587930413917217,0.02801651669666067,0.02248986202759448,0.01563863227354529,0.010189442111577685,0.0054303139372125575,0.002709658068386323,0.001219236152769446,0.0006385922815436912,0.0002523895220955809,9.314137172565486e-05,1.7076584683063386e-05,3.839232153569286e-06,3.9992001599680065e-08
9	4180008996	5000.0	0.001	0.00168	0.02	0.909610	4.0351929614077184e-05,0.0003018596280743851,0.0008345530893821236,0.0014899020195960808,0.004222315536892621,0.01066142771445711,0.01865266946610678,0.030360327934413116,0.045404439112177564,0.058568086382723455,0.06844815036992602,0.07892309538092382,0.08740979804039192,0.08922971405718856,0.08398256348730254,0.07381791641671666,0.06639796040791841,0.06266722655468906,0.05915128974205159,0.04917552489502099,0.03818940211957608,0.0249378124375125,0.015942851429714057,0.011512217556488702,0.008098140371925616,0.0056691061787642475,0.0032236752649470106,0.0014639472105578883,0.0008008398320335933,0.0002977804439112178,9.194161167766447e-05,2.7194561087782445e-05,3.599280143971206e-06,2.1595680863827235e-06,1.5996800639872026e-07
15	1777104948	5000.0	0.001	0.00168	0.02	0.980307	2.2475504899020197e-05,0.00026318736252749453,0.0009620075984803039,0.001679504099180164,0.0029697660467906417,0.004227434513097381,0.005301579684063187,0.0077446910617876424,0.01245374925014997,0.01852277544491102,0.021841951609678063,0.021036032793441312,0.020418076384723056,0.026011637672465508,0.03225726854629074,0.03881619676064787,0.04350261947610478,0.05114805038992202,0.05916692661467707,0.06541451709658068,0.07591445710857829,0.07840311937612478,0.07575568886222755,0.06673521295740852,0.06254641071785642,0.05508886222755449,0.04561839632073585,0.03595328934213157,0.026831593681263748,0.018335332933413318,0.012069106178764248,0.006711897620475905,0.002930613877224555,0.0015304139172165566,0.0010641471705658868,0.0004614677064587083,0.00018712257548490302,5.122975404919016e-05,4.103179364127175e-05,8.238352329534093e-06,1.879624075184963e-06,3.9992001599680065e-08
17	2150959163	5000.0	0.001	0.00168	0.02	0.697585	9.146170765846831e-05,0.0004309938012397521,0.0010902219556088782,0.002211597680463907,0.003683863227354529,0.007909218156368726,0.016154769046190762,0.029902179564087184,0.05309810037992402,0.0743873625274945,0.09080887822435513,0.10056500699860028,0.10175648870225955,0.10163055388922215,0.09202055588882224,0.07822751449710058,0.06899228154369126,0.0560373125374925,0.03999152169566087,0.029291821635672864,0.022037872425514898,0.014271905618876224,0.008878144371125775,0.004222755448910218,0.0015744451109778045,0.0004256348730253949,0.0001602879424115177,0.00010385922815436913,3.135372925414917e-05,1.1877624475104978e-05,1.5996800639872026e-07
6	1042106388	5000.0	0.001	0.00168	0.02	0.864557	0.0001404119176164767,0.0005470105978804239,0.0012649070185962808,0.0013532893421315736,0.0015515696860627873,0.0023571685662867425,0.004637952409518096,0.0074570285942811435,0.009504619076184762,0.013232833433313338,0.020262027594481105,0.030137212557488503,0.03960427914417117,0.05035264947010598,0.06253365326934614,0.06763355328934213,0.07024555088982204,0.07179124175164966,0.07833433313337333,0.08176952609478104,0.07613961207758449,0.06935836832633473,0.06144667066586683,0.049709418116376726,0.03850917816436713,0.031104859028194362,0.023256868626274744,0.015783523295340933,0.010190161967606479,0.005553809238152369,0.002909098180363927,0.0010336732653469306,0.0002467106578684263,3.199360127974405e-05,1.295740851829634e-05,2.0795840831833635e-06,1.9996000799840033e-07
8	622360602	5000.0	0.001	0.00168	0.02	0.984025	0.00013413317336532693,0.0004294741051789642,0.0009354129174165167,0.002578484303139372,0.004533893221355729,0.007413917216556688,0.012724415116976605,0.020486542691461707,0.02766014797040592,0.033746330733853226,0.04099620075984803,0.04949478104379124,0.057856628674265144,0.06778060387922416,0.0781011797640472,0.08393089382123575,0.08459332133573286,0.07834905018996201,0.0652014397120576,0.050486742651469706,0.04199056188762248,0.0365995600879824,0.033046750649870026,0.02922007598480304,0.02572649470105979,0.021368086382723455,0.014842951409718056,0.010006278744251149,0.00739372125574885,0.0052249150169966,0.00272129574085183,0.0013656468706258749,0.0009646070785842831,0.0006652269546090782,0.00043919216156768645,0.0004447110577884423,0.0003693261347730454,0.00011717656468706259,4.0151969606078785e-05,1.6196760647870427e-05,3.319336132773445e-06,1.5996800639872026e-07
12	3534266409	5000.0	0.001	0.00168	0.02	0.919669	6.730653869226154e-05,0.00030241951609678066,0.0015449310137972405,0.004356848630273945,0.007744011197760448,0.0103750049990002,0.014321895620875824,0.015629354129174166,0.018384483103379323,0.021255508898220355,0.02800383923215357,0.038849470105978806,0.05353877224555089,0.06494485102979404,0.07214721055788842,0.08084215156968606,0.08446638672265547,0.08127942411517697,0.07323179364127175,0.06801059788042392,0.060909258148370324,0.052966526694661065,0.04223211357728454,0.030158528294341132,0.022994361127774445,0.01869754049190162,0.014775604879024195,0.009595360927814437,0.005129814037192561,0.0022694661067786445,0.0007796440711857628,0.0001654869026194761,2.2395520895820836e-05,3.839232153569286e-06,3.679264147170566e-06,7.998400319936013e-08,3.9992001599680065e-08
16	3038062649	5000.0	0.001	0.00168	0.02	0.784755	6.55868826234753e-05,0.00016888622275544892,0.00045082983403319334,0.0008958208358328335,0.0023136172765446912,0.003948850229954009,0.005679744051189762,0.008859548090381924,0.01253009398120376,0.019856028794241153,0.030787962407518497,0.05229078184363127,0.07529906018796241,0.09312329534093182,0.10099824035192961,0.10658388322335532,0.10478592281543692,0.09963395320935813,0.07974857028594282,0.058963487302539495,0.03916860627874425,0.024390361927614478,0.016163167366526694,0.012160567886422715,0.010550169966006799,0.007915216956608679,0.0052133173365326935,0.004018196360727855,0.003968046390721855,0.004355928814237153,0.004136092781443711,0.0036509498100379925,0.0023084583083383325,0.0017274545090981803,0.0016530293941211757,0.0009216956608678264,0.00040735852829434113,0.00020771845630873826,8.238352329534093e-05,1.4877024595080984e-05,2.2395520895820834e-06
11	442724391	5000.0	0.001	0.00168	0.02	0.679369	0.00010061987602479504,0.00042651469706058787,0.0010302739452109579,0.0030115976804639074,0.007960487902419516,0.01537624475104979,0.02392845430913817,0.033964287142571485,0.0475250549890022,0.06434389122175566,0.08119908018396321,0.09646594681063787,0.10650273945210958,0.10856960607878424,0.0981248950209958,0.08241135772845432,0.06463679264147171,0.048002239552089584,0.03446022795440912,0.025616596680663867,0.01849134173165367,0.01207126574685063,0.008564327134573085,0.005017676464707059,0.003350489902019596,0.002532373525294941,0.002152609478104379,0.00136000799840032,0.0009381723655268946,0.0008185962807438512,0.00046990601879624074,0.00023431313737252548,5.4429114177164566e-05,0.00010925814837032593,0.00010453909218156369,6.754649070185963e-05,5.398920215956809e-06,8.398320335932813e-07
4	1610702860	5000.0	0.001	0.00168	0.02	0.840999	4.5830833833233356e-05,0.00012469506098780245,0.00037264547090581885,0.0011487302539492101,0.0026043191361727652,0.0030410717856428713,0.0037340531893621277,0.005805598880223955,0.007601759648070386,0.009342211557688463,0.012212757448510298,0.01511365726854629,0.021789842031593683,0.03177936412717457,0.038462027594481106,0.04056744651069786,0.044350249950009996,0.04915116976604679,0.05216136772645471,0.05940779844031194,0.06877860427914417,0.07559012197560488,0.07989186162767446,0.078999400119976,0.0738873025394921,0.06785774845030994,0.05647258548290342,0.04177892421515697,0.025062947410517896,0.015130733853229354,0.008327974405118977,0.003979084183163367,0.0023292141571685664,0.0014928214357128574,0.0008474305138972206,0.0005685262947410517,0.00016392721455708859,2.0675864827034592e-05,3.5192961407718455e-06
10	1995825189	5000.0	0.001	0.00168	0.02	0.803557	8.28234353129374e-05,0.0005969206158768246,0.0023100579884023195,0.006061067786442711,0.008937012597480504,0.01071001799640072,0.013169086182763447,0.01453117376524695,0.021482343531293743,0.03458468306338732,0.045055748850229956,0.05361687662467506,0.06256692661467707,0.06676024795040991,0.07153913217356529,0.07056504699060188,0.07289458108378324,0.06987082583483303,0.06653025394921015,0.06162611477704459,0.054769366126774646,0.04469622075584883,0.03780895820835833,0.03169314137172566,0.02603255348930214,0.01926506698660268,0.013278224355128975,0.008356728654269147,0.004907258548290342,0.002475744851029794,0.0012996600679864028,0.0008007598480303939,0.0005518896220755849,0.00032169566086782643,0.00013809238152369526,7.318536292741452e-05,3.759248150369926e-05,2.8794241151769645e-06,3.9992001599680065e-08
1	863926273	5000.0	0.001	0.00168	0.02	0.759700	7.758448310337933e-05,0.0002939012197560488,0.001066146770645871,0.0029566886622675466,0.007657908418316337,0.017269786042791443,0.031300619876024796,0.047832753449310136,0.06480339932013597,0.0848873825234953,0.10198960207958409,0.11277028594281144,0.107524575084983,0.09854205158968206,0.08820267946410718,0.07546906618676265,0.05625162967406519,0.038843551289742054,0.025426754649070186,0.01590989802039592,0.009972925414917016,0.005880383923215357,0.00312249550089982,0.0012440311937612478,0.0005190561887622475,0.00015472905418916218,2.6994601079784043e-05,2.9194161167766445e-06,1.9996000799840033e-07
14	4065632305	5000.0	0.001	0.00168	0.02	0.958313	4.81503699260148e-05,0.00020595880823835234,0.0005815636872625474,0.0008411117776444711,0.002005998800239952,0.003294741051789642,0.004172085582883424,0.0055926014797040595,0.008231673665266946,0.012529334133173366,0.017359568086382723,0.02028626274745051,0.025649790041991603,0.030564727054589083,0.03861383723255349,0.05185922815436913,0.06682991401719655,0.07786978604279145,0.08851825634873026,0.09808898220355929,0.1002263147370526,0.09384123175364927,0.0796610277944411,0.059729294141171764,0.0419375724855029,0.02839772045590882,0.017879744051189764,0.01154485102979404,0.007494741051789642,0.0038750649870025996,0.001531013797240552,0.0005803639272145571,0.00014769046190761848,9.758048390321935e-06,3.9992001599680065e-08
3	958003200	5000.0	0.001	0.00168	0.02	0.844293	0.00023879224155168966,0.0006682263547290541,0.0014997000599880025,0.003603359328134373,0.005666626674665067,0.007965726854629073,0.010822115576884624,0.015747210557888424,0.02242863427314537,0.02882883423315337,0.03316356728654269,0.03996628674265147,0.044447950409918016,0.053797080583883224,0.06774517096580684,0.07357136572685463,0.07468530293941211,0.07519132173565286,0.0729491701659668,0.07395164967006598,0.07143091381723655,0.06052349530093981,0.04917280543891222,0.03819864027194561,0.027753489302139573,0.017199360127974406,0.01128254349130174,0.007272425514897021,0.003922975404919016,0.002949770045990802,0.002079104179164167,0.0008606678664267146,0.00027754449110177964,8.342331533693261e-05,1.7156568686262747e-05,3.039392121575685e-05,5.958808238352329e-06,1.0797840431913617e-06,1.5996800639872026e-07
18	3778887741	5000.0	0.001	0.00168	0.02	0.788741	0.00011585682863427315,0.0007175364927014597,0.002056508698260348,0.003114257148570286,0.003954849030193961,0.007596920615876824,0.015549290141971605,0.024017196560687862,0.032871985602879426,0.043895500899820035,0.05849326134773045,0.07360879824035194,0.09004467106578684,0.10389078184363128,0.10891449710057989,0.10910537892421515,0.09643623275344931,0.07513457308538292,0.05268462307538492,0.03553181363727254,0.023794481103779245,0.015296100779844031,0.010247750449910017,0.006492021595680864,0.0038053189362127573,0.0014154769046190762,0.0006201959608078384,0.00041951609678064387,0.00014593081383723256,2.555488902219556e-05,3.119376124775045e-06
5	2701799441	5000.0	0.001	0.00168	0.02	0.788326	4.823035392921416e-05,0.0002310737852429514,0.0008139572085582884,0.0011080583883223355,0.002388602279544091,0.004510257948410318,0.007859268146370725,0.013565806838632273,0.02152257548490302,0.026885742851429716,0.02975736852629474,0.029785642871425714,0.03516780643871226,0.04183383323335333,0.05273873225354929,0.061145610877824434,0.06892781443711257,0.08087242551489703,0.09264807038592282,0.09797652469506099,0.09034805038992201,0.07587322535492902,0.058236392721455706,0.03848350329934013,0.02436520695860828,0.01758484303139372,0.011699620075984803,0.0062461507698460305,0.0030481503699260146,0.0018133173365326935,0.0010400319936012797,0.0007269746050789842,0.00039768046390721855,0.00020935812837432512,0.00012409518096380724,1.4437112577484502e-05,1.2397520495900819e-06,3.199360127974405e-07
