sim_id	seed	popsize	selcoef	mutrate	velocity	profile
1	1775908877	5000.0	0.001	0.003017	0.369339	0.013736732653469306,0.14202731453709258,0.19784895020995802,0.24290713857228555,0.1887996400719856,0.11610589882023595,0.06322411517696461,0.025574245150969805,0.007990681863627275,0.0015376924615076984,0.00021479704059188163,3.279344131173765e-05
19	750743632	5000.0	0.001	0.003017	-0.109218	0.0811751649670066,0.15798140371925615,0.23155680863827235,0.1935754449110178,0.15814229154169165,0.09514729054189162,0.049027074585082986,0.022177244551089784,0.00838612277544491,0.0021644071185762848,0.0006589882023595281,7.678464307138573e-06,7.998400319936013e-08
13	1978841154	5000.0	0.001	0.003017	0.194549	0.0755497700459908,0.19755420915816838,0.20084031193761248,0.2342255548890222,0.1617618876224755,0.08130445910817836,0.03303335332933413,0.011765166966606679,0.0025243351329734052,0.001308378324335133,0.0001199760047990402,1.2077584483103379e-05,5.198960207958409e-07
12	3582842945	5000.0	0.001	0.003017	0.215586	0.014579724055188962,0.17975744851029793,0.2441386522695461,0.23573401319736054,0.17723139372125574,0.08451801639672066,0.04233373325334933,0.016823395320935814,0.004281143771245751,0.00032641471705658866,0.0002626674665066987,1.3397320535892822e-05
8	3479326759	5000.0	0.001	0.003017	0.257225	0.02613237352529494,0.15346314737052588,0.2476525094981004,0.22150501899620076,0.16588258348330334,0.10650353929214157,0.0454998600279944,0.021779364127174565,0.008701499700059989,0.0023185362927414517,0.0003061787642471506,4.0231953609278146e-05,0.00021307738452309538,2.0795840831833635e-06
5	3058710550	5000.0	0.001	0.003017	0.170598	0.06439668066386722,0.19411925614877024,0.224648950209958,0.24553213357328535,0.1564759448110378,0.06695116976604679,0.027735532893421316,0.014875624875024996,0.003771125774845031,0.000759128174365127,0.00021195760847830434,0.0004379524095180964,8.050389922015596e-05,3.959208158368327e-06,7.998400319936013e-08
17	2166046790	5000.0	0.001	0.003017	0.246668	0.06823431313737252,0.22796568686262747,0.2216872225554889,0.20236976604679063,0.16459368126374724,0.08152173565286942,0.02609850029994001,0.0060283143371325735,0.0009525694861027795,0.00046930613877224555,5.8028394321135776e-05,2.063587282543491e-05,2.399520095980804e-07
6	4041852958	5000.0	0.001	0.003017	0.120752	0.07315796840631873,0.24643323335332934,0.21599504099180164,0.21090809838032393,0.14341123775244952,0.06389870025994801,0.025783923215356927,0.009484423115376924,0.0063261747650469905,0.0033324535092981405,0.0010899020195960808,0.00017748450309938013,1.3597280543891223e-06
2	1107916815	5000.0	0.001	0.003017	-0.029036	0.00025750849830033994,0.10821543691261748,0.1973991601679664,0.2183616076784643,0.20170461907618475,0.13784687062587483,0.08864855028994201,0.03431893621275745,0.007304739052189562,0.004995560887822436,0.00084375124975005,0.00010061987602479504,2.639472105578884e-06
7	3741313055	5000.0	0.001	0.003017	0.123716	0.03416632673465307,0.17076556688662267,0.24893133373325335,0.20389890021995602,0.15877820435912818,0.11153397320535893,0.048584003199360126,0.017923175364927015,0.0035630873825234955,0.00046690661867626474,0.0011398120375924815,0.00011401719656068787,0.00012889422115576886,5.798840231953609e-06
4	3044177940	5000.0	0.001	0.003017	0.268280	0.04860459908018396,0.10079228154369126,0.2127257348530294,0.24939140171965607,0.18948406318736252,0.09206434713057389,0.06280347930413917,0.029650629874025194,0.011165486902619476,0.002813397320535893,0.0004946610677864427,9.918016396720655e-06
10	2566692916	5000.0	0.001	0.003017	0.245295	0.01674117176564687,0.09638572285542892,0.18294601079784042,0.2760858628274345,0.1848232353529294,0.1206374725054989,0.06980223955208958,0.02780155968806239,0.013693901219756048,0.008812717456508698,0.0019959208158368325,0.0002539892021595681,2.0075984803039393e-05,1.199760047990402e-07
14	2123055171	5000.0	0.001	0.003017	0.189365	0.002871465706858628,0.1307746850629874,0.25787102579484106,0.25649222155568885,0.16547722455508898,0.08983559288142372,0.04915252949410118,0.030362167566486704,0.011479464107178565,0.0035509698060387923,0.0020053989202159566,0.00012373525294941012,3.5192961407718455e-06
0	2917517320	5000.0	0.001	0.003017	-0.058221	0.17389774045190962,0.2285224955008998,0.19534565086982603,0.15929166166766648,0.1386756648670266,0.06087966406718656,0.030600879824035192,0.009095740851829634,0.0027581683663267346,0.0007876824635072986,0.00013105378924215157,1.2797440511897621e-05,7.998400319936013e-07
18	48724038	5000.0	0.001	0.003017	0.260072	0.05276544691061787,0.17384115176964607,0.29854613077384523,0.25441851629674067,0.11942063587282543,0.06945262947410517,0.02008014397120576,0.007004359128174365,0.002898900219956009,0.0014173165366926615,0.0001418516296740652,1.287742451509698e-05,3.9992001599680065e-08
11	2260746293	5000.0	0.001	0.003017	0.312951	0.024106538692261547,0.09058560287942412,0.24489434113177364,0.27012301539692063,0.19784147170565886,0.09470657868426315,0.04702735452909418,0.0233375724855029,0.004843391321735653,0.001665866826634673,0.00043279344131173764,0.0003462907418516297,8.80623875224955e-05,1.0797840431913617e-06,3.9992001599680065e-08
15	1394956355	5000.0	0.001	0.003017	0.474815	0.01427130573885223,0.07397224555088983,0.18217228554289142,0.23624103179364128,0.22975972805438913,0.13979476104779046,0.07565094981003799,0.031276984603079386,0.010020995800839832,0.005586602679464107,0.0009668466306738652,0.00026510697860427913,2.0995800839832032e-05,1.5996800639872026e-07
9	975061042	5000.0	0.001	0.003017	0.252412	0.010565206958608278,0.06035116976604679,0.22091617676464706,0.26070641871625677,0.22595580883823235,0.12206486702659468,0.0645128974205159,0.02291617676464707,0.006146610677864427,0.002997880423915217,0.0009386922615476905,0.00042011597680463906,0.0011501699660067986,0.0003247750449910018,3.075384923015397e-05,2.279544091181764e-06
3	3161479186	5000.0	0.001	0.003017	0.316101	0.011588482303539292,0.16590409918016397,0.2771130573885223,0.22368930213957208,0.16060535892821437,0.08656904619076185,0.04670069986002799,0.018771045790841833,0.007304139172165567,0.001574005198960208,0.0001171365726854629,5.150969806038792e-05,1.0637872425514897e-05,1.4797040591881624e-06
16	2487365697	5000.0	0.001	0.003017	0.223474	0.020395760847830433,0.14165846830633874,0.22545914817036591,0.2356721855628874,0.19141031793641272,0.11092973405318936,0.05476928614277145,0.015890141971605678,0.003197880423915217,0.00040347930413917217,0.00017940411917616476,3.099380123975205e-05,3.1993601279744052e-06
20	855576657	5000.0	0.001	0.003017	0.272484	0.021510017996400718,0.08815944811037793,0.21748326334733054,0.23509106178764247,0.19438492301539692,0.14817996400719857,0.05611457708458308,0.025437112577484502,0.009067026594681064,0.0038105178964207157,0.0007268546290741852,3.523295340931814e-05
21	2514253910	5000.0	0.001	0.003017	0.131947	0.024032033593281345,0.16059128174365128,0.2122870625874825,0.2457491701659668,0.18149858028394322,0.10751109778044392,0.04923291341731654,0.011991721655668867,0.004486822635472906,0.0022385922815436913,0.0003142971405718856,6.322735452909417e-05,3.1993601279744052e-06
22	2793883736	5000.0	0.001	0.003017	0.023084	0.09168894221155768,0.2220771845630874,0.24546598680263948,0.17971769646070787,0.12915900819836032,0.06928598280343931,0.0406000799840032,0.015437552489502099,0.005080823835232953,0.001283143371325735,0.0001986002799440112,4.559088182363528e-06,4.399120175964807e-07
40	3619975300	5000.0	0.001	0.003017	0.142531	0.0582498700259948,0.22517072585482903,0.24294289142171566,0.2223515296940612,0.1381618476304739,0.07247162567486502,0.025017156568686263,0.00854513097380524,0.003913977204559088,0.0027374125174965008,0.0003978004399120176,3.939212157568486e-05,6.39872025594881e-07
23	2566807641	5000.0	0.001	0.003017	0.165167	0.06636088782243552,0.21429022195560887,0.21330841831633673,0.18137700459908018,0.16462659468106378,0.0934502299540092,0.04299604079184163,0.01660267946410718,0.004838072385522895,0.0018880623875224955,0.00024947010597880425,1.22375524895021e-05,7.998400319936013e-08
41	231635082	5000.0	0.001	0.003017	0.265086	0.030046670665866828,0.10010901819636073,0.20442867426514696,0.23983191361727654,0.18568266346730655,0.12154101179764047,0.06731645670865827,0.030539372125574886,0.014605478904219156,0.005209878024395121,0.0006711457708458308,1.771645670865827e-05
35	3458953338	5000.0	0.001	0.003017	0.109756	0.08104491101779644,0.19290625874825035,0.23388698260347932,0.22939428114377125,0.1409630473905219,0.061907978404319136,0.03444011197760448,0.01357240551889622,0.007407958408318337,0.003067026594681064,0.0012019596080783844,0.00019364127174565087,1.3237352529494102e-05,1.9996000799840033e-07
30	2762213480	5000.0	0.001	0.003017	0.152964	0.04569098180363927,0.1525361327734453,0.20159800039992,0.23189530093981203,0.16970413917216556,0.11061559688062388,0.050662667466506696,0.02597628474305139,0.008344131173765246,0.0025374525094981003,0.0004029594081183763,3.599280143971206e-05,3.5992801439712056e-07
26	2309128285	5000.0	0.001	0.003017	0.092237	0.1469137372525495,0.20713921215756848,0.2161762047590482,0.18560807838432314,0.12773401319736052,0.06339148170365927,0.024101579684063186,0.01627134573085383,0.006871585682863428,0.0033895220955808838,0.0015729254149170165,0.0006275544891021795,0.00019764047190561887,5.038992201559688e-06,7.998400319936013e-08
32	4055683188	5000.0	0.001	0.003017	0.095203	0.08551077784443112,0.22972729454109178,0.2376632673465307,0.18357112577484502,0.11292005598880224,0.07762623475304939,0.039460187962407516,0.01826642671465707,0.008722175564887023,0.005967246550689862,0.0005021395720855829,6.266746650669866e-05,3.9992001599680065e-07
24	2861799514	5000.0	0.001	0.003017	0.133545	0.064075224955009,0.12184275144971006,0.18034445110977804,0.26341923615276946,0.18133401319736053,0.10974129174165168,0.04687310537892422,0.01837092581483703,0.010492301539692061,0.0028514297140571888,0.0006283943211357728,2.459508098380324e-05,2.279544091181764e-06
