sim_id	seed	popsize	selcoef	mutrate	velocity	profile
17	3646210623	5000.0	0.001	0.019802	0.402244	0.00023719256148770247,0.0025251749650069986,0.012250589882023596,0.030373325334933015,0.04508210357928414,0.06683495300939812,0.09030777844431113,0.10585150969806038,0.11154541091781643,0.11246738652269546,0.10913125374925015,0.09340939812037592,0.06898608278344331,0.05201347730453909,0.03564855028994201,0.0256377124575085,0.01581495700859828,0.00960995800839832,0.005959208158368326,0.0031251749650069984,0.001523375324935013,0.0007655668866226754,0.0006090381923615276,0.00016196760647870426,9.978004399120176e-05,2.623475304939012e-05,2.7994401119776045e-06,3.9992001599680065e-08
11	1439524397	5000.0	0.001	0.019802	0.405666	0.0005895620875824835,0.004791921615676865,0.011652949410117977,0.0212375524895021,0.04119400119976005,0.06515496900619876,0.08277704459108179,0.10193497300539892,0.10795252949410118,0.10705206958608278,0.10230245950809838,0.08665150969806039,0.07137688462307538,0.059023315336932614,0.045577004599080186,0.03142435512897421,0.021127934413117378,0.014676464707058589,0.009401399720055988,0.006186442711457708,0.0038697460507898422,0.0021788042391521698,0.0011772845430913818,0.0003580083983203359,0.00014269146170765848,3.71125774845031e-05,4.403119376124775e-05,3.603279344131174e-05,5.8948210357928415e-05,1.18376324735053e-05,1.5996800639872026e-07
12	4227584561	5000.0	0.001	0.019802	0.424596	0.00021871625674865026,0.0013632873425314938,0.0032554289142171567,0.009640151969606079,0.026428074385122974,0.04447666466706659,0.06715196960607879,0.09208934213157369,0.10275828834233153,0.11001907618476305,0.11041107778444312,0.10305734853029394,0.08780903819236152,0.07282287542491502,0.05775856828634273,0.04145174965006999,0.026638072385522897,0.01688874225154969,0.011619596080783843,0.0067179364127174564,0.0036614677064587082,0.0016832233553289342,0.0009342131573685263,0.0005977204559088182,0.00032649470105978806,0.00010913817236552689,8.730253949210158e-05,2.2715456908618276e-05,1.6796640671865626e-06,3.9992001599680065e-08
10	2849882667	5000.0	0.001	0.019802	0.335596	0.0006878224355128974,0.00485374925014997,0.016804279144171166,0.029374325134973005,0.04790861827634473,0.06232865426914617,0.07354701059788042,0.0898001199760048,0.10018484303139372,0.10581375724855029,0.09826998600279944,0.08941387722455509,0.0786504299140172,0.06229530093981204,0.04700691861627675,0.03485958808238352,0.022901699660067987,0.014171925614877024,0.009322295540891822,0.005769126174765047,0.003041511697660468,0.0014452709458108379,0.0009456108778244352,0.0004682263547290542,0.00010841831633673265,2.2035592881423716e-05,4.559088182363528e-06,3.9992001599680065e-08
16	892249651	5000.0	0.001	0.019802	0.438926	0.0005691661667666467,0.0023349330133973206,0.005839272145570886,0.01965606878624275,0.04299852029594081,0.06892177564487102,0.08932709458108379,0.1086371125774845,0.11857268546290742,0.119274425114977,0.10931969606078784,0.09290453909218156,0.06899528094381124,0.048476744651069784,0.03544839032193561,0.024844551089782042,0.016537172565486903,0.01183255348930214,0.007063187362527494,0.004009078184363127,0.002414637072585483,0.001178004399120176,0.000513257348530294,0.0002423115376924615,7.170565886822635e-05,1.7156568686262747e-05,6.798640271945611e-07
0	1388987393	5000.0	0.001	0.019802	0.443336	0.00022411517696460708,0.00098124375124975,0.004572245550889822,0.013679504099180164,0.030862907418516296,0.056656668666266743,0.08524111177764447,0.10819244151169766,0.11533581283743251,0.11141851629674066,0.10057344531093781,0.08764827034593081,0.07643319336132773,0.06103843231353729,0.04807898420315937,0.035702779444111175,0.02470873825234953,0.015995760847830436,0.010702019596080784,0.005525974805038992,0.002936492701459708,0.0017863227354529094,0.0010489102179564087,0.0003346130773845231,8.462307538492301e-05,7.954409118176365e-05,1.851629674065187e-05,8.92621475704859e-05,3.6112777444511095e-05,9.758048390321935e-06,3.5192961407718455e-06,1.5996800639872026e-07
18	2311653444	5000.0	0.001	0.019802	0.386863	0.0004603879224155169,0.004500779844031194,0.013479504099180164,0.02981759648070386,0.05654245150969806,0.07139780043991202,0.09192889422115577,0.10176824635072985,0.11021891621675665,0.1125010197960408,0.100025474905019,0.0813377724455109,0.06207602479504099,0.05019008198360328,0.03781007798440312,0.025427914417116577,0.01773873225354929,0.012643271345730853,0.007779084183163368,0.004728254349130174,0.0030535892821435713,0.0017453709258148371,0.001225874825034993,0.000641871625674865,0.0004340731853629274,0.00027046590681863625,0.0001987602479504099,5.222955408918216e-05,3.999200159968006e-06,1.4797040591881624e-06
8	3314759712	5000.0	0.001	0.019802	0.479299	0.00011277744451109778,0.0016253149370125974,0.006489742051589682,0.018629874025194962,0.04070713857228554,0.06310873825234953,0.08909198160367926,0.10798392321535692,0.11504715056988603,0.11264451109778044,0.10298296340731854,0.09029482103579284,0.07593877224555089,0.06037936412717457,0.0411126174765047,0.027490461907618478,0.01821487702459508,0.01161627674465107,0.006732933413317337,0.0037531693661267745,0.0022553089382123573,0.0016239152169566086,0.000811997600479904,0.00042143571285742853,0.00041707658468306336,0.00022079584083183363,0.0001358528294341132,0.00012657468506298741,2.7674465106978603e-05,1.959608078384323e-06
19	1246256710	5000.0	0.001	0.019802	0.401648	0.0007100979804039192,0.0034305938812237554,0.008813557288542292,0.020252829434113176,0.04279912017596481,0.06030881823635273,0.07287974405118976,0.0906374725054989,0.10885702859428115,0.1126249950009998,0.10583659268146371,0.08978636272745451,0.07699884023195361,0.05863555288942211,0.0444498700259948,0.034195800839832036,0.02420123975204959,0.015581003799240153,0.01056984603079384,0.007030313937212557,0.005017876424715057,0.00322123575284943,0.0013045790841831634,0.0008741051789642072,0.0007020195960807838,0.00022043591281743652,5.514897020595881e-05,4.919016196760648e-06
15	3803065396	5000.0	0.001	0.019802	0.381847	0.0004363527294541092,0.002479744051189762,0.007611357728454309,0.014732693461307738,0.026918136372725453,0.0434257548490302,0.061312177564487105,0.07728294341131774,0.09627710457908419,0.10805110977804439,0.10567294541091782,0.10165258948210358,0.0942869426114777,0.07805922815436912,0.05626878624275145,0.041522015596880624,0.031161807638472306,0.01981387722455509,0.012447990401919616,0.007676824635072985,0.0053317336532693466,0.0032174365126974606,0.001991721655668866,0.001425754849030194,0.000651629674065187,0.00022359528094381123,6.390721855628875e-05,3.839232153569286e-06
4	2488527883	5000.0	0.001	0.019802	0.418803	0.0008664667066586683,0.0040699460107978406,0.008245390921815638,0.019146730653869227,0.04099684063187362,0.06371769646070786,0.08381431713657268,0.09341123775244951,0.09824355128974205,0.10380299940011997,0.10042387522495501,0.08803895220955808,0.07918944211157769,0.06559056188762248,0.04972049590081984,0.03493217356528694,0.0230624675064987,0.016190601879624074,0.01127862427514497,0.006642711457708459,0.004041471705658869,0.0019071785642871427,0.0008571485702859428,0.0005904819036192761,0.00038524295140971804,0.0002371125774845031,0.00022983403319336133,7.398520295940811e-05,0.0001913617276544691,6.314737052589482e-05,1.6196760647870427e-05,4.639072185562888e-06,9.998000399920016e-07,1.0397920415916817e-05,5.238952209558089e-06,4.799040191961608e-07
1	160004612	5000.0	0.001	0.019802	0.442207	0.00015276944611077785,0.001545130973805239,0.006584843031393721,0.020240911817636473,0.045148330333933215,0.0709012597480504,0.09298648270345931,0.10414529094181164,0.11098164367126574,0.11029694061187763,0.10672653469306138,0.09185258948210358,0.07056048790241952,0.0550123175364927,0.04202411517696461,0.02844903019396121,0.018572965406918617,0.011912217556488702,0.006094661067786443,0.0031940811837632473,0.0014571885622875426,0.000680743851229754,0.0002817836432713457,0.00010245950809838032,7.514497100579884e-05,1.779644071185763e-05,2.279544091181764e-06
2	995493382	5000.0	0.001	0.019802	0.501242	0.0003474105178964207,0.0027847230553889224,0.0077248950209958004,0.014143051389722055,0.025910497900419917,0.04276032793441312,0.06292105578884223,0.08933445310937813,0.10615976804639073,0.11348982203559288,0.11939056188762248,0.11287706458708259,0.09316600679864027,0.06960835832833433,0.047335932813437315,0.03273197360527894,0.0243876424715057,0.01527254549090182,0.009266146770645871,0.0049349730053989205,0.0022126774645070987,0.0014190361927614477,0.0010129574085182963,0.0005275344931013797,0.000210997800439912,5.618876224755049e-05,1.3397320535892822e-05
5	3078144531	5000.0	0.001	0.019802	0.494605	0.00016296740651869626,0.001873505298940212,0.0077714857028594285,0.021502179564087183,0.042935812837432516,0.06582931413717256,0.08731933613277344,0.1107620075984803,0.11713121375724855,0.11018280343931214,0.10072585482903419,0.08751457708458309,0.07366974605078984,0.05496584683063387,0.04041891621675665,0.027971485702859428,0.01868990201959608,0.011174925014997,0.0069314537092581485,0.004994161167766447,0.003342371525694861,0.0021300539892021597,0.0011970805838832233,0.0005352929414117176,0.0001410117976404719,8.902219556088783e-05,3.167366526694661e-05,5.758848230353929e-06,2.399520095980804e-07
