sim_id	seed	popsize	selcoef	mutrate	velocity	profile
2	263731226	5000.0	0.000198202	0.006	0.545799	0.0018256748650269947,0.012054469106178764,0.023458308338332335,0.043817316536692665,0.09273025394921015,0.13465582883423316,0.15034193161367726,0.146273825234953,0.12639112177564488,0.0866136372725455,0.0573376524695061,0.037179564087182565,0.02653245350929814,0.019494341131773646,0.010579404119176164,0.008964007198560288,0.006158208358328334,0.004956128774245151,0.005613157368526295,0.003640351929614077,0.0009995200959808039,0.0002439512097580484,0.00012469506098780245,1.4117176564687063e-05,7.998400319936013e-08
12	67403825	5000.0	0.000198202	0.006	0.452586	0.0014894221155768847,0.011731453709258148,0.05076700659868026,0.08572773445310938,0.12325690861827635,0.13029378124375124,0.1256641071785643,0.10899484103179365,0.0734869426114777,0.05200379924015197,0.042698700259948014,0.04677008598280344,0.04969638072385523,0.03785902819436113,0.02675616876624675,0.01672765446910618,0.007806758648270346,0.004524335132973406,0.0007614877024595081,0.0005726054789042191,0.001096500699860028,0.0007552489502099581,0.0004818236352729454,7.254549090181963e-05,4.599080183963207e-06,7.998400319936013e-08
7	3299268646	5000.0	0.000198202	0.006	0.351347	0.0026488302339532093,0.018459268146370725,0.0328369526094781,0.06194153169366127,0.08322703459308138,0.09913041391721655,0.1107875224955009,0.08854797040591882,0.0725874825034993,0.07149706058788242,0.06041443711257748,0.05086866626674665,0.04872229554089182,0.05735552889422116,0.042028354329134175,0.027682823435312937,0.022918056388722255,0.014887302539492102,0.007179044191161768,0.0052426714657068585,0.0030826634673065388,0.001364607078584283,0.003302899420115977,0.005838872225554889,0.00421875624875025,0.0020585082983403317,0.000610997800439912,0.00045794841031793643,9.89002199560088e-05,2.599480103979204e-06
10	2160080940	5000.0	0.000198202	0.006	0.533786	0.004066866626674665,0.03305422915416917,0.0737380123975205,0.10134341131773646,0.11319448110377925,0.14102379524095182,0.14674697060587882,0.11617336532693462,0.0797611277744451,0.06155356928614277,0.043534453109378125,0.03379148170365927,0.019358288342331532,0.011627674465106978,0.006890381923615277,0.005604039192161568,0.004481823635272946,0.002744491101779644,0.0009949210157968406,0.0002833833233353329,2.619476104779044e-05,6.23875224955009e-06,7.998400319936013e-07
0	1309325323	5000.0	0.000198202	0.006	0.251017	0.0026725854829034194,0.016603199360127975,0.03427998400319936,0.07642099580083983,0.08889886022795442,0.10703467306538693,0.08603843231353729,0.07991537692461508,0.0891256548690262,0.08898948210357928,0.07671749650069987,0.06660723855228955,0.05700415916816637,0.047254269146170765,0.029265866826634672,0.021505218956208758,0.017454669066186763,0.0069355328934213156,0.0047976404719056185,0.0017994801039792042,0.0003724855028994201,0.00020011997600479905,9.658068386322736e-05,7.238552289542091e-06,2.7594481103779245e-06
16	1238890557	5000.0	0.000198202	0.006	0.534904	0.000870505898820236,0.005605758848230354,0.02916608678264347,0.0658004799040192,0.07607702459508098,0.10145626874625074,0.12167282543491302,0.10519288142371526,0.09464771045790842,0.09425622875424915,0.07930185962807439,0.06504507098580284,0.049548450309938014,0.03881559688062387,0.027202159568086384,0.016296620675864827,0.010948450309938013,0.007930773845230953,0.0036965406918616278,0.0024830633873225354,0.0014450309938012398,0.0017466506698660268,0.0006369926014797041,0.00015076984603079385,6.19876024795041e-06
19	2104381510	5000.0	0.000198202	0.006	0.859714	0.0024841031793641274,0.008523295340931814,0.008064387122575485,0.01117616476704659,0.02208490301939612,0.05108958208358328,0.11111629674065188,0.14494525094981003,0.1452749850029994,0.12940799840031994,0.09869034193161368,0.06994045190961808,0.04578444311137773,0.03487654469106179,0.0271748450309938,0.030357248550289942,0.027739332133573286,0.016424635072985402,0.009501339732053589,0.003599280143971206,0.001475864827034593,0.00020447910417916416,4.715056988602279e-05,1.6636672665466908e-05,4.399120175964807e-07
3	1499007003	5000.0	0.000198202	0.006	0.606447	0.0010794241151769646,0.010065786842631473,0.02912873425314937,0.07076068786242752,0.11617972405518896,0.12655580883823236,0.1017498100379924,0.09871649670065986,0.10243203359328135,0.09987254549090183,0.07548934213157368,0.05147122575484903,0.038084223155368926,0.03211113777244551,0.023981643671265748,0.012929294141171766,0.006933453309338132,0.001263107378524295,0.0008962207558488302,0.00025874825034993,4.0431913617276545e-05,1.199760047990402e-07
1	2818162703	5000.0	0.000198202	0.006	0.616232	0.0012995800839832033,0.002544771045790842,0.004943851229754049,0.012782683463307338,0.02979252149570086,0.058139772045590885,0.07955912817436513,0.09077008598280344,0.11266938612277544,0.11850801839632073,0.10947878424315137,0.09320663867226554,0.0828495900819836,0.07039444111177764,0.0476126774645071,0.027570805838832233,0.017122815436912617,0.017010437912417516,0.014021995600879824,0.005915576884623075,0.002637392521495701,0.0007719656068786243,0.00035616876624675064,3.89122175564887e-05,1.959608078384323e-06,3.9992001599680065e-08
13	2915362865	5000.0	0.000198202	0.006	0.436336	0.002569166166766647,0.00696620675864827,0.03154473105378924,0.0632759448110378,0.07504355128974205,0.09326590681863628,0.0936249150169966,0.10046482703459308,0.10815828834233153,0.09499812037592481,0.09222463507298541,0.07346478704259148,0.05085190961807638,0.03743939212157568,0.026542771445710857,0.02230785842831434,0.013469306138772246,0.006625394921015797,0.0032705458908218357,0.001889502099580084,0.0014604679064187164,0.00048438312337532494,5.202959408118376e-05,5.278944211157768e-06,7.998400319936013e-08
5	234332187	5000.0	0.000198202	0.006	0.632109	0.0014411517696460707,0.005730133973205359,0.01466990601879624,0.03638212357528494,0.055330773845230954,0.07369494101179765,0.11129582083583284,0.15630917816436712,0.16631485702859428,0.12718600279944012,0.0845246550689862,0.0626375124975005,0.03897036592681464,0.02444471105778844,0.01882843431313737,0.009893381323735254,0.007518136372725455,0.0032615876824635074,0.0012969006198760248,0.00018044391121775646,7.92241551689662e-05,9.758048390321935e-06
4	608038939	5000.0	0.000198202	0.006	0.555413	0.0010439512097580484,0.006078864227154569,0.027386322735452908,0.06943351329734053,0.09327318536292742,0.10857276544691062,0.1256614277144571,0.13356808638272347,0.12902131573685263,0.09219436112777445,0.06455132973405318,0.049065586882623476,0.037888302339532096,0.02570101979604079,0.01385378924215157,0.0077577684463107375,0.0053282143571285745,0.002829754049190162,0.0021528894221155767,0.0011108978204359128,0.0006661467706458708,0.001605998800239952,0.0009676464707058588,0.0002647070585882823,2.2075584883023396e-05,7.998400319936013e-08
14	1558128698	5000.0	0.000198202	0.006	0.774702	0.002419236152769446,0.01008866226754649,0.022241871625674866,0.032834113177364524,0.05671533693261348,0.07604703059388122,0.10360739852029593,0.12570297940411918,0.14070493901219755,0.12271625674865028,0.09360203959208159,0.07480155968806239,0.05815512897420516,0.0345246950609878,0.023540611877624476,0.010485142971405719,0.0035663267346530696,0.0013822835432913418,0.0003738852229554089,4.175164967006599e-05,6.63867226554689e-06,0.00020847830433913216,0.002723375324935013,0.001410997800439912,0.0011724055188962208,0.0007625274945010998,0.00015676864627074585,7.558488302339532e-06
11	406902830	5000.0	0.000198202	0.006	0.422408	0.0012984203159368127,0.01954481103779244,0.04571101779644071,0.08129138172365527,0.09025358928214357,0.07365218956208758,0.06390101979604079,0.07322231553689262,0.0872507098580284,0.0796241551689662,0.07115580883823236,0.0698377124575085,0.0657752849430114,0.05045682863427314,0.03849466106778644,0.033257868426314736,0.016023515296940613,0.01379496100779844,0.013180963807238552,0.006050549890021996,0.00344375124975005,0.0015336532693461307,0.0007349730053989202,0.00042739452109578083,6.738652269546091e-05,1.4957008598280344e-05,1.199760047990402e-07
18	1592055876	5000.0	0.000198202	0.006	0.644386	0.0010889422115576885,0.004100819836032794,0.007664667066586682,0.020227914417116577,0.03995760847830434,0.0645252149570086,0.09161491701659669,0.09414501099780044,0.08849238152369526,0.088775324935013,0.10294069186162767,0.09451909618076385,0.07689766046790641,0.07128690261947611,0.05136848630273945,0.03506362727454509,0.022581803639272147,0.012553089382123576,0.010545730853829234,0.008950689862027595,0.008348050389922016,0.0028480303939212156,0.0012817836432713458,0.00019116176764647072,3.0033993201359727e-05,3.5992801439712056e-07
6	1782018078	5000.0	0.000198202	0.006	0.621694	0.0009004199160167967,0.0076990601879624075,0.022821555688862228,0.039383203359328135,0.057365726854629075,0.06536176764647071,0.08289470105978804,0.1095881623675265,0.1066755448910218,0.11417448510297941,0.10920827834433114,0.09193553289342131,0.058401839632073585,0.0412997400519896,0.034367766446710656,0.023469186162767445,0.013387842431513697,0.008744611077784443,0.004576364727054589,0.004015716856628674,0.0017245750849830034,0.0013714857028594282,0.000523255348930214,9.61007798440312e-05,1.3037392521495702e-05,3.9992001599680065e-08
8	441675819	5000.0	0.000198202	0.006	0.616318	1.3597280543891222e-05,0.00025006998600279943,0.005407398520295941,0.02024887022595481,0.03443355328934213,0.07014173165366927,0.09943927214557088,0.12186778644271146,0.13618484303139372,0.1250221555688862,0.11019540091981604,0.09797324535092981,0.0707735652869426,0.04231585682863427,0.020758408318336332,0.013220355928814237,0.009799560087982403,0.009245230953809238,0.004605878824235153,0.0034733453309338134,0.0026529494101179764,0.0016229154169166166,0.00017808438312337532,0.00016172765446910618,1.4197160567886423e-05
15	3093102653	5000.0	0.000198202	0.006	0.836578	0.0011195760847830434,0.0037850429914017196,0.005968926214757048,0.015199600079984003,0.028950929814037192,0.04080911817636473,0.08703971205758848,0.16321771645670866,0.1853984403119376,0.1655843231353729,0.11541955608878224,0.07801643671265747,0.04994489102179564,0.027224595080983804,0.011824235152969407,0.007303979204159168,0.0037935612877424514,0.004779644071185763,0.0029346930613877225,0.0012635872825434913,0.00038264347130573885,3.855228954209158e-05,2.399520095980804e-07
9	2192416812	5000.0	0.000198202	0.006	0.644201	0.0035795640871825636,0.02747138572285543,0.06559220155968806,0.10645210957808439,0.13756764647070585,0.13910309938012397,0.12970557888422315,0.09815272945410917,0.07662707458508299,0.0668121175764847,0.04487562487502499,0.02552121575684863,0.023761607678464306,0.020609478104379124,0.013844551089782043,0.007752249550089982,0.006122815436912617,0.004697220555888822,0.0012746650669866026,0.0003888422315536893,7.510497900419917e-05,1.235752849430114e-05,7.598480303939212e-07
21	914788428	5000.0	0.000198202	0.006	0.769408	0.0019767646470705857,0.012800679864027194,0.02648518296340732,0.02699240151969606,0.03352173565286943,0.047964247150569884,0.07441875624875025,0.09281615676864627,0.1033000199960008,0.11224475104979004,0.117524775044991,0.10870705858828235,0.08445742851429713,0.06118100379924015,0.035741691661667664,0.023473225354929014,0.013187082583483303,0.008467066586682663,0.007141051789642071,0.004185802839432114,0.0017624875024995002,0.001140131973605279,0.00030241951609678066,9.266146770645871e-05,0.00010093981203759249,1.4397120575884824e-05,7.998400319936013e-08
20	391897158	5000.0	0.000198202	0.006	0.772771	0.0004974605078984203,0.002033873225354929,0.012225594881023795,0.027786842631473706,0.04258884223155369,0.06437332533493301,0.08936048790241952,0.10863319336132773,0.1280245950809838,0.12861983603279345,0.12039352129574085,0.08915956808638273,0.053460787842431516,0.03506754649070186,0.02567370525894821,0.023768286342731454,0.017024155168966208,0.010889222155568886,0.006894621075784843,0.006408878224355129,0.0033654469106178765,0.00236500699860028,0.0011807238552289541,0.00017628474305138973,2.7674465106978603e-05,5.198960207958409e-07
17	3589765187	5000.0	0.000198202	0.006	0.657396	0.0005695660867826434,0.004145970805838832,0.018626714657068586,0.0464494301139772,0.06025938812237552,0.07227966406718657,0.08780595880823835,0.10213077384523095,0.12140455908818236,0.13160923815236952,0.10918976204759048,0.08988466306738652,0.05964843031393721,0.041154529094181165,0.023377084583083383,0.0139125374925015,0.009351769646070787,0.004588162367526494,0.002116376724655069,0.0005863627274545091,0.000815996800639872,9.190161967606479e-05,9.998000399920016e-07,1.5996800639872026e-07
